Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
September-2014,2260.30,2454.60,2207.00,2348.95,1099257,53596,2585704627.00,743799,67.66,247.60,88.65
October-2014,2350.30,2621.85,2314.00,2609.05,631825,43030,1521666202.00,360455,57.05,307.85,258.75
November-2014,2600.00,2690.00,2521.60,2639.60,283054,32626,740748786.00,95150,33.62,168.40,39.60
December-2014,2650.00,2659.20,2417.25,2438.45,668605,39098,1700610578.00,438835,65.63,241.95,-211.55
January-2015,2430.00,2489.00,2319.00,2389.35,1884528,71309,4562019217.00,1298522,68.90,170.00,-40.65
February-2015,2390.00,2420.05,2105.00,2161.80,2577734,76255,5498744183.00,2188583,84.90,315.05,-228.20
March-2015,2161.40,2204.00,1976.20,2017.35,837332,83282,1726329511.00,430834,51.45,227.80,-144.05
April-2015,2016.00,2141.00,1913.80,1949.40,372359,54045,755683839.00,100805,27.07,227.20,-66.60
May-2015,1955.00,2342.55,1938.25,2315.00,1212088,83054,2686003844.00,370656,30.58,404.30,360.00
June-2015,2305.00,2581.00,2175.25,2535.65,808310,51853,1902827008.00,280278,34.67,405.75,230.65
July-2015,2536.10,2655.00,2440.00,2519.15,902635,64203,2292605985.00,254049,28.15,215.00,-16.95
August-2015,2541.00,2606.00,2133.15,2254.90,701930,54084,1675519703.00,223725,31.87,472.85,-286.10
September-2015,2225.00,2374.00,2175.05,2309.75,509718,35027,1155232805.00,193360,37.93,198.95,84.75
October-2015,2329.70,2599.00,2285.95,2549.60,489950,41408,1214283415.00,108096,22.06,313.05,219.90
November-2015,2530.30,2555.00,2341.00,2481.55,422162,36712,1029965924.00,97078,23.00,214.00,-48.75
December-2015,2481.55,2550.65,2375.05,2533.50,425169,32598,1050309402.00,152607,35.89,175.60,51.95
January-2016,2530.00,2545.85,2230.10,2341.90,309332,37304,729579429.00,77526,25.06,315.75,-188.10
February-2016,2380.00,2488.00,2173.40,2200.40,617382,64238,1435903818.00,154817,25.08,314.60,-179.60
March-2016,2206.50,2455.00,2206.50,2406.10,374074,37316,860419412.00,101030,27.01,248.50,199.60
April-2016,2407.00,2611.70,2350.15,2484.60,407045,35201,1014511965.00,171805,42.21,261.55,77.60
May-2016,2486.00,2642.00,2366.00,2618.90,480114,50089,1197251997.00,125807,26.20,276.00,132.90
June-2016,2625.00,2702.55,2549.00,2686.25,472484,44921,1240311530.00,129652,27.44,153.55,61.25
July-2016,2689.95,2801.05,2590.55,2702.00,513362,44447,1375389674.00,192808,37.56,210.50,12.05
August-2016,2710.50,3038.00,2708.00,2980.95,422221,36220,1213760553.00,131502,31.15,330.00,270.45
September-2016,2980.00,3122.00,2820.60,2832.15,482474,37931,1423873181.00,181193,37.55,301.40,-147.85
October-2016,2829.00,2916.05,2749.00,2833.45,593237,35638,1681658816.00,245706,41.42,167.05,4.45
November-2016,2830.00,2910.00,2510.00,2683.75,474634,49658,1278239276.00,93451,19.69,400.00,-146.25
December-2016,2680.55,2787.90,2554.55,2633.85,285942,30183,761394152.00,67738,23.69,233.35,-46.70
January-2017,2640.00,2917.05,2556.00,2837.75,413756,41786,1137615028.00,102853,24.86,361.05,197.75
February-2017,2845.05,2873.00,2747.20,2758.25,320211,24933,895621769.00,130090,40.63,125.80,-86.80
March-2017,2780.00,2945.35,2758.25,2807.50,523092,27314,1497214397.00,303176,57.96,187.10,27.50
April-2017,2800.00,2908.60,2755.00,2868.35,414749,22237,1174008223.00,240077,57.88,153.60,68.35
May-2017,2876.25,3046.15,2757.00,2843.95,695181,30792,2017213511.00,383558,55.17,289.15,-32.30
June-2017,2843.95,2927.20,2765.00,2790.50,317670,22060,900444509.00,94142,29.64,162.20,-53.45
July-2017,2775.00,2867.45,2695.00,2807.60,731661,37639,2028525824.00,452959,61.91,172.45,32.60
August-2017,2810.65,2988.45,2701.00,2808.45,514801,24083,1453570710.00,288101,55.96,287.45,-2.20
September-2017,2830.00,3181.00,2830.00,3108.15,403026,27046,1209623647.00,119246,29.59,351.00,278.15
October-2017,3171.60,3337.40,3107.50,3260.00,364856,20454,1165800587.00,151399,41.50,229.90,88.40
