Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
September-2014,2563.05,2765.00,2522.50,2625.20,180806,37257,479297153.00,57440,31.77,242.50,62.15
October-2014,2640.00,2665.00,2299.55,2551.35,562065,38784,1373553708.00,439625,78.22,365.45,-88.65
November-2014,2551.15,2665.00,2450.00,2490.05,230999,30517,595519740.00,154174,66.74,215.00,-61.10
December-2014,2490.00,2696.10,2418.30,2671.25,245266,46126,627885473.00,123372,50.30,277.80,181.25
January-2015,2670.50,3196.40,2612.00,3139.80,419152,70789,1255464963.00,225180,53.72,584.40,469.30
February-2015,3140.00,3186.10,2943.00,3137.40,744523,57912,2264483850.00,617333,82.92,243.10,-2.60
March-2015,3152.00,3399.00,2737.35,2875.00,395430,80391,1202001526.00,220473,55.76,661.65,-277.00
April-2015,2870.00,3031.75,2626.35,2666.10,1073568,67180,3029224436.00,911346,84.89,405.40,-203.90
May-2015,2675.00,3109.00,2530.80,2976.65,540242,59038,1552079512.00,309039,57.20,578.20,301.65
June-2015,2951.00,3019.00,2682.90,2991.40,335149,41199,952993384.00,94747,28.27,336.10,40.40
July-2015,3000.00,3369.50,2976.10,3149.65,486313,48235,1541491720.00,231954,47.70,393.40,149.65
August-2015,3150.00,3252.45,2792.25,2898.10,324159,36618,991743916.00,145293,44.82,460.20,-251.90
September-2015,2879.70,3025.00,2623.65,2679.80,298882,43043,854632866.00,87907,29.41,401.35,-199.90
October-2015,2684.70,2995.00,2673.00,2883.70,306901,42286,882586713.00,71996,23.46,322.00,199.00
November-2015,2910.00,2957.60,2649.55,2806.95,228595,29256,638617485.00,87068,38.09,308.05,-103.05
December-2015,2825.95,2899.90,2742.00,2784.95,173910,26746,492319859.00,44724,25.72,157.90,-41.00
January-2016,2781.00,2839.00,2581.15,2826.00,811312,41340,2177780755.00,641820,79.11,257.85,45.00
February-2016,2815.00,2941.15,2680.00,2767.05,382289,32927,1090196281.00,235495,61.60,261.15,-47.95
March-2016,2787.00,3265.80,2767.00,3227.00,764727,46747,2346976668.00,570820,74.64,498.80,440.00
April-2016,3264.90,3452.95,3080.00,3162.45,323225,51219,1048250251.00,114411,35.40,372.95,-102.45
May-2016,3175.00,3300.00,3050.00,3229.35,291274,43863,928132612.00,128477,44.11,250.00,54.35
June-2016,3226.75,3437.00,3176.10,3411.90,490631,46235,1642719817.00,316829,64.58,260.90,185.15
