Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
December-2017,925.00,937.00,861.70,921.05,10670844,110663,9816835059.00,5674832,53.18,75.30,-3.95
January-2018,922.00,990.00,907.25,961.15,12352218,165150,11629803520.00,4857066,39.32,82.75,39.15
February-2018,964.40,971.25,872.10,952.45,7180248,128087,6596278145.00,2287327,31.86,99.15,-11.95
March-2018,950.85,958.80,881.00,882.80,6793282,111491,6175326086.00,2779035,40.91,77.80,-68.05
April-2018,890.50,1010.70,886.10,963.10,8639469,148380,8144982960.00,3961231,45.85,124.60,72.60
May-2018,968.80,999.30,907.10,921.30,11378419,146316,10742391820.00,4029664,35.41,92.20,-47.50
June-2018,921.30,1035.80,919.10,972.95,16612272,152253,16378477505.00,10765676,64.81,116.70,51.65
July-2018,973.00,1190.00,957.55,1185.85,11441431,239553,12300031679.00,3714714,32.47,232.45,212.85
August-2018,1195.00,1328.75,1166.00,1240.95,9939864,187638,12353122903.00,4438461,44.65,162.75,45.95
September-2018,1249.00,1279.90,1183.20,1258.20,9648792,206959,11955679127.00,3652504,37.85,96.70,9.20
October-2018,1258.20,1260.00,1017.00,1061.40,18145610,373701,19890699532.00,7150498,39.41,243.00,-196.80
November-2018,1066.40,1186.00,1050.30,1168.20,17283993,204258,18905436839.00,9980122,57.74,135.70,101.80
December-2018,1172.05,1174.00,1055.35,1121.05,10128281,188769,11271007072.00,4294683,42.40,118.65,-51.00
January-2019,1126.00,1263.00,1081.25,1227.10,14170613,269939,16688466512.00,4646258,32.79,181.75,101.10
February-2019,1234.00,1320.85,1206.15,1231.55,14001202,232816,17566379638.00,6685636,47.75,114.70,-2.45
March-2019,1235.00,1386.60,1218.20,1363.05,14748550,229129,19539031327.00,6239709,42.31,168.40,128.05
April-2019,1368.55,1410.90,1321.60,1391.80,11501774,230497,15705013186.00,3894985,33.86,89.30,23.25
May-2019,1394.00,1417.00,1227.00,1329.75,19731034,376916,26052809023.00,7255075,36.77,190.00,-64.25
June-2019,1335.00,1373.00,1248.05,1252.00,7048484,179840,9187871184.00,2493944,35.38,124.95,-83.00
July-2019,1257.00,1299.80,1163.00,1166.00,8547940,264546,10750791986.00,3413910,39.94,136.80,-91.00
August-2019,1169.80,1304.00,1095.65,1248.35,11067323,323092,13572125832.00,3098619,28.00,208.35,78.55
September-2019,1240.00,1336.00,1173.25,1332.60,8995149,272250,11177867872.00,2580058,28.68,162.75,92.60
October-2019,1335.00,1489.50,1281.20,1464.20,7503066,217864,10516559891.00,2996216,39.93,208.30,129.20
November-2019,1459.90,1584.00,1423.35,1550.90,8062936,252980,12122139708.00,3546112,43.98,160.65,91.00
December-2019,1595.00,1617.80,1509.10,1514.10,10131329,262113,15867717911.00,3938468,38.87,108.70,-80.90
January-2020,1516.10,1609.50,1407.45,1411.70,8379170,307447,12741534967.00,3330545,39.75,202.05,-104.40
February-2020,1406.95,1507.95,1325.00,1328.65,9891342,303563,14323341451.00,5534489,55.95,182.95,-78.30
March-2020,1358.40,1368.75,875.70,1112.45,234549195,843846,236837435571.00,219569754,93.61,493.05,-245.95
April-2020,1116.20,1495.00,1044.75,1467.05,20539292,723011,26563302536.00,4259999,20.74,450.25,350.85
May-2020,1442.00,1614.85,1393.65,1465.20,18317840,644406,27176318850.00,4537710,24.77,221.20,23.20
June-2020,1480.00,1804.10,1475.65,1703.35,22069670,765985,36639943438.00,5376770,24.36,328.45,223.35
July-2020,1718.00,2198.70,1708.75,2066.95,29362534,1157827,58042135920.00,6611024,22.52,489.95,348.95
August-2020,2059.00,2195.00,2001.25,2078.55,17255541,748805,36555685958.00,4193689,24.30,193.75,19.55
September-2020,2095.00,2368.80,2045.35,2233.75,16941796,671955,37619964805.00,6798741,40.13,323.45,138.75
October-2020,2264.00,2309.40,1990.75,2054.35,10937428,465751,23679016789.00,5191169,47.46,318.65,-209.65
November-2020,2033.50,2095.35,1835.00,1929.85,17850068,967752,35190953252.00,6458050,36.18,260.35,-103.65
December-2020,1935.25,2037.80,1856.05,1984.65,10917366,596123,21587130494.00,4404854,40.35,181.75,49.40
January-2021,1986.15,2119.80,1830.00,1843.15,17634405,809550,34503237338.00,8310007,47.12,289.80,-143.00
February-2021,1845.20,2152.25,1845.20,2083.85,17160448,810887,34497529083.00,7665593,44.67,307.05,238.65
March-2021,2114.45,2231.00,1973.05,2003.20,10190776,445423,21446296938.00,3382380,33.19,257.95,-111.25
April-2021,2019.70,2046.10,1877.60,1994.45,10796371,400123,21078146871.00,6542011,60.59,168.50,-25.25
May-2021,1963.70,2191.50,1906.50,2160.45,11393388,562197,22939897366.00,5233085,45.93,285.00,196.75
June-2021,2164.10,2274.50,2081.10,2110.90,10707303,587767,23401939763.00,4122366,38.50,193.40,-53.20
July-2021,2114.10,2153.00,2016.60,2035.40,8584891,383844,17996770685.00,5754700,67.03,136.40,-78.70
August-2021,2047.20,2283.00,2041.00,2259.30,5647303,278079,12105643576.00,2854233,50.54,242.00,212.10
September-2021,2275.00,2565.00,2130.00,2517.00,12091987,367685,29660884968.00,8911663,73.70,435.00,242.00
October-2021,2506.00,2750.00,2495.85,2537.60,13966442,306670,36666319147.00,11668151,83.54,254.15,31.60
November-2021,2531.20,2602.10,2309.40,2406.75,7789362,439616,19069658104.00,4793103,61.53,292.70,-124.45
December-2021,2425.50,2496.00,2248.00,2368.15,6671512,451022,15891461306.00,3770379,56.51,248.00,-57.35
January-2022,2367.50,2566.50,2305.05,2386.35,8304227,422742,20006643745.00,5227632,62.95,261.45,18.85
February-2022,2410.00,2456.00,2242.50,2359.10,11724907,426861,27728899612.00,8896809,75.88,213.50,-50.90
March-2022,2349.10,2688.00,2181.00,2633.95,6526204,488599,15760112682.00,3120082,47.81,507.00,284.85
April-2022,2641.30,2855.00,2522.60,2790.80,4692654,375531,12602079760.00,2128774,45.36,332.40,149.50
May-2022,2755.50,2805.00,2370.00,2633.90,9397463,484285,24754607408.00,6027173,64.14,435.00,-121.60
June-2022,2632.35,2816.35,2446.00,2594.05,5046878,406103,13365065844.00,1689530,33.48,370.35,-38.30
July-2022,2580.00,2591.65,2365.00,2508.75,12371731,523578,29969458581.00,8117828,65.62,226.65,-71.25
August-2022,2513.00,2677.60,2507.95,2639.10,7830784,276068,20013360028.00,5568853,71.11,169.65,126.10
September-2022,2589.10,2628.55,2313.55,2377.70,8030740,361389,20174317569.00,5594385,69.66,315.00,-211.40
October-2022,2397.00,2560.50,2343.60,2549.55,9991071,269357,24382834757.00,7874221,78.81,216.90,152.55
November-2022,2582.00,2743.60,2508.00,2732.40,8936156,272191,23399859969.00,7256386,81.20,235.60,150.40
December-2022,2736.00,2754.70,2493.00,2548.20,2980445,290388,7787249412.00,1379385,46.28,261.70,-187.80
January-2023,2556.90,2605.00,2301.15,2353.90,5195972,353336,12666325556.00,3455280,66.50,303.85,-203.00
February-2023,2380.00,2463.00,2293.10,2321.95,4439065,410715,10524028819.00,2509173,56.52,169.90,-58.05
March-2023,2342.20,2424.50,2180.00,2331.05,5639480,577103,12896943964.00,3051751,54.11,244.50,-11.15
April-2023,2345.10,2424.00,2308.50,2420.20,2979991,251518,7021737764.00,1595742,53.55,115.50,75.10
May-2023,2440.00,2537.45,2413.35,2474.70,2844256,243636,7031203396.00,1710639,60.14,124.10,34.70
June-2023,2478.00,2584.00,2451.05,2550.70,3647741,306532,9181556321.00,2379006,65.22,132.95,72.70
July-2023,2553.20,2855.00,2469.55,2547.85,8978788,526172,23955523653.00,4103807,45.71,385.45,-5.35
August-2023,2547.85,2582.15,2400.00,2406.90,7891449,408593,19706573602.00,3486699,44.18,182.15,-140.95
September-2023,2408.00,2489.70,2325.65,2346.50,7358764,317087,17650065111.00,3883058,52.77,164.05,-61.50
October-2023,2337.00,2367.15,2221.05,2288.55,7682544,430073,17729879734.00,4531891,58.99,146.10,-48.45
November-2023,2289.90,2411.75,2275.25,2376.40,10168137,306383,24055477021.00,7059292,69.43,136.50,86.50
December-2023,2381.00,2614.80,2380.00,2584.85,21758563,385918,53296836303.00,16666770,76.60,234.80,203.85
January-2024,2581.05,2917.95,2568.30,2853.20,7753399,366448,20995745685.00,4146177,53.48,349.65,272.15
February-2024,2871.20,2999.85,2836.70,2924.75,5051876,289309,14791341252.00,1721954,34.09,163.15,53.55
March-2024,2916.70,3024.80,2826.90,2976.80,5044754,271251,14766999095.00,2282411,45.24,197.90,60.10
April-2024,2985.00,2988.50,2885.20,2931.15,4860298,275250,14281252807.00,1969138,40.51,103.30,-53.85
May-2024,2945.35,2983.55,2768.05,2859.60,4428907,307484,12716492301.00,1700456,38.39,215.50,-85.75
June-2024,2974.90,3161.45,2719.15,3131.85,6929082,449946,20442792412.00,2621594,37.83,442.30,156.95
July-2024,3129.95,3217.90,2927.10,3010.25,5356811,319540,16641728883.00,1610497,30.06,290.80,-119.70
August-2024,3023.80,3083.95,2865.80,3019.75,6891108,298118,20480117379.00,3387118,49.15,218.15,-4.05
September-2024,3031.65,3066.90,2892.30,2953.80,7200927,427325,21382422961.00,3108291,43.17,174.60,-77.85
