Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
April-2018,1081.45,1134.45,1056.10,1121.05,209688,14265,229902661.00,90388,43.11,78.35,39.60
May-2018,1125.00,1154.45,994.80,1042.75,399888,16661,419206364.00,191963,48.00,159.65,-82.25
June-2018,1039.60,1045.85,954.00,978.95,313346,11693,311584789.00,182081,58.11,91.85,-60.65
July-2018,977.00,1023.85,933.00,984.40,216711,12702,211939559.00,68996,31.84,90.85,7.40
August-2018,992.75,1048.90,987.70,1019.00,432227,18110,441769790.00,139270,32.22,61.20,26.25
September-2018,1020.00,1024.30,873.00,941.40,344946,14803,331566577.00,104195,30.21,151.30,-78.60
October-2018,944.90,986.45,841.00,929.05,346641,19974,313913539.00,70696,20.39,145.45,-15.85
November-2018,941.10,1004.40,871.00,949.25,767048,41606,718168139.00,174374,22.73,133.40,8.15
December-2018,952.85,1060.00,903.10,1047.15,801737,38582,790950469.00,191471,23.88,156.90,94.30
January-2019,1048.00,1078.80,980.00,1027.90,522204,20770,546421575.00,178599,34.20,98.80,-20.10
February-2019,1040.00,1095.95,933.70,994.05,661412,29469,670001017.00,139014,21.02,162.25,-45.95
March-2019,999.95,1139.10,992.20,1127.95,1013904,26594,1077189862.00,635290,62.66,146.90,128.00
April-2019,1127.95,1198.60,1118.80,1171.15,477166,20984,552682553.00,143988,30.18,79.80,43.20
May-2019,1171.95,1308.00,1046.55,1271.65,649227,27243,765841783.00,130731,20.14,261.45,99.70
June-2019,1271.10,1319.90,1224.05,1310.25,587025,15918,741958127.00,149623,25.49,95.85,39.15
July-2019,1319.75,1366.85,1131.10,1144.05,693913,24501,861024428.00,125418,18.07,235.75,-175.70
August-2019,1134.00,1222.35,1086.00,1204.05,741848,18086,849254905.00,399759,53.89,136.35,70.05
September-2019,1210.00,1527.40,1136.35,1514.80,606210,33961,821447867.00,147714,24.37,391.05,304.80
October-2019,1514.00,1716.55,1481.05,1658.70,504998,30994,801343705.00,182636,36.17,235.50,144.70
November-2019,1666.10,1707.85,1448.25,1470.20,1501579,58005,2424611306.00,562894,37.49,259.60,-195.90
December-2019,1484.40,1557.60,1453.20,1496.85,497018,17561,748941178.00,64131,12.90,104.40,12.45
January-2020,1500.75,1640.00,1460.45,1500.45,580388,24227,890373584.00,89004,15.34,179.55,-0.30
February-2020,1485.00,1521.25,1286.95,1302.45,473804,22444,677610580.00,51370,10.84,234.30,-182.55
March-2020,1328.95,1362.75,947.00,1111.55,486590,31285,563553657.00,152944,31.43,415.75,-217.40
April-2020,1155.00,1268.00,1043.85,1139.75,282182,26317,327274657.00,65220,23.11,224.15,-15.25
May-2020,1133.00,1133.00,990.30,1089.85,85986301,39833,85743199825.00,85612386,99.57,142.70,-43.15
June-2020,1101.00,1250.00,1020.00,1095.15,170620333,49883,183183784457.00,170086915,99.69,230.00,-5.85
July-2020,1098.00,1199.00,1083.85,1161.25,1023546,54845,1182785214.00,210406,20.56,115.15,63.25
August-2020,1175.00,1266.00,1121.00,1160.35,1040904,49355,1256873972.00,247917,23.82,145.00,-14.65
September-2020,1168.00,1311.20,1143.15,1264.80,1029364,53255,1269835738.00,271251,26.35,168.05,96.80
October-2020,1266.00,1312.40,1216.75,1267.80,553364,30323,701534054.00,193373,34.94,95.65,1.80
November-2020,1287.00,1534.05,1262.20,1513.90,1000548,56628,1429215850.00,163656,16.36,271.85,226.90
December-2020,1510.00,1588.95,1442.05,1576.35,470797,30544,723704190.00,103241,21.93,146.90,66.35
January-2021,1580.45,1732.20,1571.75,1585.65,439687,30697,724188368.00,91068,20.71,160.45,5.20
February-2021,1585.55,2055.10,1568.45,1850.15,602096,43019,1116509368.00,160264,26.62,486.65,264.60
March-2021,1893.35,1966.75,1759.10,1844.10,437743,27502,817914490.00,78437,17.92,207.65,-49.25
April-2021,1843.20,1917.55,1718.00,1881.80,376547,24541,686786477.00,56278,14.95,199.55,38.60
May-2021,1881.00,2143.20,1828.65,2083.25,704902,45039,1417244013.00,99630,14.13,314.55,202.25
June-2021,2094.00,2176.75,1961.20,2022.20,491119,40805,1019757777.00,97114,19.77,215.55,-71.80
July-2021,2022.15,2059.60,1919.50,1953.95,735379,33042,1471210819.00,406270,55.25,140.10,-68.20
August-2021,1948.05,2297.00,1948.05,2272.90,752157,67320,1608269921.00,254989,33.90,348.95,324.85
September-2021,2281.50,2317.60,2071.70,2127.55,342188,28849,751542798.00,172468,50.40,245.90,-153.95
October-2021,2116.55,2405.00,2104.10,2184.40,544771,41230,1224723011.00,301535,55.35,300.90,67.85
November-2021,2211.45,2438.50,2023.15,2152.20,640607,39135,1484148492.00,362656,56.61,415.35,-59.25
December-2021,2141.00,2577.45,2126.45,2362.90,588224,56849,1403679126.00,227768,38.72,451.00,221.90
January-2022,2360.00,2453.85,2182.95,2323.50,474855,48059,1103751795.00,280578,59.09,270.90,-36.50
February-2022,2349.35,2503.00,2271.50,2348.05,282395,43331,679874999.00,86751,30.72,231.50,-1.30
March-2022,2325.00,2437.60,2177.50,2368.65,160670,25218,370704883.00,48104,29.94,260.10,43.65
April-2022,2370.00,2525.80,2228.10,2269.70,152514,19803,368307428.00,61709,40.46,297.70,-100.30
May-2022,2271.00,2467.00,2150.75,2435.45,324575,29064,741388462.00,171761,52.92,316.25,164.45
June-2022,2448.00,2475.90,2253.45,2400.00,149575,23578,352685869.00,47802,31.96,222.45,-48.00
July-2022,2389.00,2812.80,2364.30,2691.30,637718,51151,1700268193.00,481730,75.54,448.50,302.30
August-2022,2706.00,2967.75,2575.00,2883.70,720639,58083,2009977908.00,513803,71.30,392.75,177.70
September-2022,2881.00,3136.80,2670.35,2770.05,263136,38597,771905006.00,146635,55.73,466.45,-110.95
October-2022,2760.20,2960.95,2695.00,2923.55,428230,25504,1201345444.00,348740,81.44,265.95,163.35
November-2022,2925.95,3012.30,2692.00,2775.70,444103,36981,1270522687.00,321325,72.35,320.30,-150.25
December-2022,2785.00,3056.35,2727.00,2825.35,303157,39205,883757239.00,100782,33.24,329.35,40.35
January-2023,2861.45,3108.20,2811.95,2929.45,265443,35097,791862948.00,127651,48.09,296.25,68.00
February-2023,2939.00,3311.50,2892.70,3246.25,332325,45173,1043441190.00,116759,35.13,418.80,307.25
March-2023,3246.25,3367.00,3120.15,3326.35,146653,25851,479310982.00,56641,38.62,246.85,80.10
April-2023,3325.00,3481.00,3240.00,3450.90,196671,24313,660184861.00,137095,69.71,241.00,125.90
May-2023,3467.95,3940.00,3314.05,3546.30,493096,57687,1743668136.00,230587,46.76,625.95,78.35
June-2023,3549.95,3860.60,3510.05,3766.20,173135,24568,639408860.00,83480,48.22,350.55,216.25
July-2023,3780.00,4066.10,3511.70,3999.05,295634,36189,1113909759.00,153440,51.90,554.40,219.05
August-2023,3979.10,3999.10,3565.60,3921.40,217597,32722,815913528.00,95240,43.77,433.50,-57.70
September-2023,3923.00,4001.20,3608.05,3674.15,172906,18788,653446065.00,98403,56.91,393.15,-248.85
October-2023,3702.50,3702.50,3248.00,3330.65,283857,28349,995638004.00,178419,62.86,454.50,-371.85
November-2023,3334.50,3689.85,3299.75,3655.90,197706,27697,692857499.00,88080,44.55,390.10,321.40
December-2023,3676.00,4244.55,3649.50,4020.90,293623,43007,1155637035.00,128020,43.60,595.05,344.90
January-2024,4028.50,4334.00,3966.05,4144.15,310616,31049,1290602549.00,209959,67.59,367.95,115.65
February-2024,4140.15,4717.05,4032.15,4677.85,208536,33084,911668730.00,89285,42.82,684.90,537.70
March-2024,4709.95,5413.90,4565.55,5375.35,163835,31503,802150687.00,54374,33.19,848.35,665.40
April-2024,5384.25,5920.45,5366.90,5839.35,169943,29819,960886782.00,90569,53.29,553.55,455.10
May-2024,5854.60,7388.05,5840.00,6964.15,521912,74579,3583805014.00,238323,45.66,1548.05,1109.55
June-2024,7250.00,7929.45,5822.40,7703.55,406485,81595,2914102673.00,203449,50.05,2107.05,453.55
July-2024,7769.65,7974.25,6631.35,7129.60,271116,61425,1979185686.00,121742,44.90,1342.90,-640.05
August-2024,7129.70,7253.70,6566.05,6896.85,197304,44534,1364131637.00,81759,41.44,687.65,-232.85
September-2024,6912.25,7325.00,6506.35,7300.00,141388,30983,968236856.00,75746,53.57,818.65,387.75
