Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
August-2016,546.00,593.25,531.90,575.75,7751300,153497,4363035083.00,2151708,27.76,61.35,29.75
September-2016,580.50,599.00,550.25,582.75,4965071,98905,2846935960.00,1991838,40.12,48.75,2.25
October-2016,581.00,667.20,310.10,323.55,9301924,111751,4868440933.00,5808954,62.45,357.10,-257.45
November-2016,326.05,327.75,281.70,305.80,7999830,107198,2433383608.00,3883831,48.55,46.05,-20.25
December-2016,307.00,326.60,290.25,325.65,10835980,104929,3310836417.00,6935974,64.01,36.35,18.65
January-2017,327.90,392.70,325.95,366.05,8305909,120538,2968165744.00,3387045,40.78,66.75,38.15
February-2017,370.90,403.95,363.90,384.95,4487562,91715,1726673107.00,1426223,31.78,40.05,14.05
March-2017,385.00,391.20,366.50,386.75,6925452,68876,2605564177.00,4104314,59.26,24.70,1.75
April-2017,387.20,448.00,379.00,439.85,8791255,80531,3698154354.00,2305972,26.23,69.00,52.65
May-2017,440.00,450.65,415.65,431.85,9183373,107732,3974058100.00,3948939,43.00,35.00,-8.15
June-2017,428.45,430.40,376.50,384.90,6299857,74343,2574188285.00,3000834,47.63,53.90,-43.55
July-2017,389.65,398.30,364.50,367.35,7630299,95877,2886687928.00,4248028,55.67,33.80,-22.30
August-2017,374.90,462.60,366.25,453.95,13231924,155677,5531771695.00,4906835,37.08,96.35,79.05
September-2017,460.00,460.00,374.80,400.05,9204667,72912,3880886813.00,3685154,40.04,85.20,-59.95
October-2017,401.50,442.00,398.75,414.30,11292206,80563,4697354193.00,6580527,58.27,43.25,12.80
November-2017,424.00,424.00,385.35,393.50,6850107,50069,2737161580.00,3856569,56.30,38.65,-30.50
December-2017,393.00,417.00,382.20,388.40,2737011,36561,1100233633.00,1064367,38.89,34.80,-4.60
January-2018,395.90,427.60,374.90,417.75,11237906,108244,4497982701.00,6360948,56.60,52.70,21.85
February-2018,419.90,422.40,361.85,379.25,7802772,135600,3054889407.00,3716720,47.63,60.55,-40.65
March-2018,380.00,412.50,164.60,176.30,24286873,114010,6163814090.00,15751173,64.85,247.90,-203.70
April-2018,177.55,181.25,156.80,162.30,22680062,120381,3775556597.00,11770382,51.90,24.45,-15.25
May-2018,164.00,176.70,151.10,174.05,20857928,121726,3450971351.00,9784083,46.91,25.60,10.05
June-2018,176.00,177.20,150.15,155.95,16212835,79867,2747320383.00,7749303,47.80,27.05,-20.05
July-2018,156.95,169.05,151.50,164.45,9183715,64081,1467581041.00,2470806,26.90,17.55,7.50
August-2018,166.40,171.55,151.60,155.65,9987438,64666,1595928252.00,5157733,51.64,19.95,-10.75
September-2018,157.00,160.10,145.65,153.20,8195303,57054,1255086517.00,3222350,39.32,14.45,-3.80
October-2018,153.00,158.90,105.65,138.05,31821197,214994,4151488751.00,9417128,29.59,53.25,-14.95
November-2018,139.25,154.95,132.00,133.60,22644580,121115,3194380653.00,5950694,26.28,22.95,-5.65
December-2018,133.50,148.20,127.70,137.10,31232821,143195,4277573976.00,10992717,35.20,20.50,3.60
January-2019,137.35,139.40,129.40,137.15,14625911,74808,1974427489.00,5617188,38.41,10.00,-0.20
February-2019,137.10,146.80,121.05,144.80,16044856,88690,2141878612.00,6602026,41.15,25.75,7.70
March-2019,144.80,169.50,143.45,162.70,16543041,101530,2601464415.00,4111515,24.85,26.05,17.90
April-2019,163.70,163.70,147.10,157.80,11230927,68254,1744102702.00,3071403,27.35,16.60,-5.90
May-2019,158.50,169.00,141.50,165.55,16709212,83377,2595615156.00,4860417,29.09,27.50,7.05
June-2019,167.15,170.40,150.95,155.85,7930941,54304,1274831692.00,2857728,36.03,19.45,-11.30
July-2019,156.10,157.35,132.00,139.30,12293383,69231,1809420490.00,3393584,27.60,25.35,-16.80
August-2019,138.25,142.00,116.10,122.45,15030337,52118,1935883683.00,9149889,60.88,25.90,-15.80
September-2019,119.40,149.40,116.70,147.40,17489912,93068,2323705914.00,3642162,20.82,32.70,28.00
October-2019,149.70,156.00,140.05,146.80,14030482,69786,2066903018.00,4722119,33.66,15.95,-2.90
November-2019,141.00,144.00,128.35,131.25,11075273,60247,1490778587.00,3123998,28.21,15.65,-9.75
December-2019,131.75,131.75,121.80,125.65,6493468,41413,821912019.00,2613341,40.25,9.95,-6.10
January-2020,125.95,128.25,112.30,113.45,15590152,115264,1855270368.00,4750345,30.47,15.95,-12.50
February-2020,113.80,118.30,101.00,105.65,8882334,70135,993549136.00,2954059,33.26,17.30,-8.15
March-2020,108.00,112.00,74.55,81.65,28723941,101495,2521977869.00,11601084,40.39,37.45,-26.35
April-2020,82.00,89.60,76.70,84.25,11038338,61900,915742204.00,3844274,34.83,12.90,2.25
May-2020,84.00,84.75,71.15,83.30,13971843,74516,1067023439.00,5443919,38.96,13.60,-0.70
June-2020,85.05,96.25,83.75,85.35,36754978,132991,3245425779.00,8785045,23.90,12.50,0.30
July-2020,85.30,95.65,82.50,88.55,35721821,119668,3192731513.00,14152502,39.62,13.15,3.25
August-2020,88.05,91.75,84.60,85.80,31630298,113420,2771531247.00,14534597,45.95,7.15,-2.25
September-2020,86.00,86.60,71.35,73.95,20259750,87289,1606945890.00,8778584,43.33,15.25,-12.05
October-2020,74.40,81.90,73.45,79.55,34882125,96600,2661979294.00,20662817,59.24,8.45,5.15
November-2020,80.70,87.40,76.90,84.55,18638821,79238,1556933367.00,6742343,36.17,10.50,3.85
December-2020,85.00,97.40,84.10,90.95,41683175,145978,3823928474.00,17163742,41.18,13.30,5.95
January-2021,91.40,103.90,90.30,93.30,41774516,135649,4009236021.00,15910843,38.09,13.60,1.90
February-2021,95.50,105.00,87.95,98.00,56736178,201137,5642646101.00,24576566,43.32,17.05,2.50
March-2021,101.40,105.00,90.15,91.80,32774631,158756,3260292324.00,10699060,32.64,14.85,-9.60
April-2021,92.00,93.75,86.70,90.85,17656719,76525,1590678128.00,4557636,25.81,7.05,-1.15
May-2021,90.45,113.65,89.60,109.25,46592949,225162,4855532043.00,12911030,27.71,24.05,18.80
June-2021,109.75,117.85,107.60,107.95,20481335,137328,2325057636.00,5977272,29.18,10.25,-1.80
July-2021,108.15,109.70,102.85,103.20,12532751,90765,1335231477.00,3868460,30.87,6.85,-4.95
August-2021,104.95,111.25,101.90,110.80,23746365,141512,2506732481.00,7609079,32.04,9.35,5.85
September-2021,111.00,128.55,109.05,125.40,22901265,154419,2680246542.00,10301249,44.98,19.50,14.40
October-2021,125.50,139.00,125.00,128.05,21098417,137539,2778625941.00,8831094,41.86,14.00,2.55
November-2021,131.45,141.75,117.00,119.05,17813033,185844,2329486149.00,6246690,35.07,24.75,-12.40
December-2021,120.00,123.30,108.25,111.55,18221261,209090,2119530595.00,8534323,46.84,15.05,-8.45
January-2022,111.55,128.00,111.35,125.20,13139927,125905,1587903014.00,5168520,39.33,16.65,13.65
February-2022,127.00,127.00,109.45,114.70,16860830,165050,2008266951.00,6066287,35.98,17.55,-12.30
March-2022,115.00,125.00,111.30,118.95,19438368,165712,2291798216.00,6367946,32.76,13.70,3.95
April-2022,119.70,136.00,118.95,126.00,12504664,112971,1596521637.00,5096243,40.75,17.05,6.30
May-2022,126.00,128.70,111.90,116.05,19726906,187301,2369681604.00,9095715,46.11,16.80,-9.95
June-2022,116.50,120.65,73.75,74.25,18939900,220875,2004031503.00,8410976,44.41,46.90,-42.25
July-2022,75.00,75.15,70.00,72.95,20586619,152017,1481897687.00,11164150,54.23,5.15,-2.05
August-2022,72.30,73.95,70.30,71.55,29399175,166973,2113629231.00,17014202,57.87,3.65,-0.75
September-2022,71.10,73.75,65.20,67.00,40184883,250359,2778315147.00,24445727,60.83,8.55,-4.10
October-2022,67.15,69.20,65.55,68.25,30054716,132465,2024538225.00,20415547,67.93,3.65,1.10
November-2022,68.30,77.00,68.15,76.65,37261137,152562,2648175251.00,23815762,63.92,8.85,8.35
December-2022,76.80,79.25,72.35,76.50,30589052,157029,2344106908.00,16510826,53.98,6.90,-0.30
January-2023,77.00,84.10,76.45,81.80,31021336,147001,2520487452.00,14039897,45.26,7.65,4.80
February-2023,81.50,81.80,75.80,76.05,16823631,108540,1326776812.00,7904793,46.99,6.00,-5.45
March-2023,76.00,81.00,75.77,77.94,17025620,97590,1340873372.00,7805282,45.84,5.23,1.94
April-2023,77.14,81.50,76.76,81.37,9084735,56036,713630391.00,3991904,43.94,4.74,4.23
May-2023,81.56,91.43,81.40,90.09,25299959,110761,2191276774.00,9759765,38.58,10.03,8.53
June-2023,90.50,93.70,88.60,91.25,26498202,94966,2416381516.00,16355039,61.72,5.10,0.75
July-2023,91.36,101.44,91.31,93.80,36090959,157914,3527151850.00,21702333,60.13,10.13,2.44
August-2023,93.85,94.79,89.00,89.16,13384043,94896,1235785991.00,6509783,48.64,5.79,-4.69
September-2023,89.39,95.90,88.83,90.92,24609024,151675,2263038710.00,13303170,54.06,7.07,1.53
October-2023,91.30,92.47,85.51,89.71,16737059,125803,1494656317.00,8161462,48.76,6.96,-1.59
November-2023,92.00,112.34,90.50,111.57,67245625,287563,6802005896.00,30327454,45.10,21.84,19.57
December-2023,113.00,133.95,110.60,129.80,51734067,346795,6309377004.00,22467071,43.43,23.35,16.80
January-2024,132.05,152.15,128.50,146.95,62164347,385183,8738933953.00,31062713,49.97,23.65,14.90
February-2024,149.30,196.80,147.05,165.60,82150151,587907,14656334680.00,22238408,27.07,49.75,16.30
March-2024,168.75,178.35,153.60,167.75,37116773,288012,6169081544.00,11329971,30.53,24.75,-1.00
April-2024,169.90,180.00,156.05,168.95,37727631,269244,6450049680.00,14905910,39.51,23.95,-0.95
May-2024,171.50,175.00,154.80,162.40,38356391,349172,6328300715.00,15431471,40.23,20.20,-9.10
June-2024,170.15,178.70,148.00,165.60,42104822,330158,7002135906.00,20839731,49.49,30.70,-4.55
July-2024,166.20,185.95,160.70,181.60,51552467,339478,8922809577.00,29429249,57.09,25.25,15.40
August-2024,181.95,182.50,163.10,176.95,21211523,194948,3659865140.00,9515993,44.86,19.40,-5.00
September-2024,179.05,183.90,162.30,179.90,23241259,222999,4061279536.00,11533276,49.62,21.60,0.85
