Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
September-2014,741.35,771.00,722.35,745.85,1533187,62562,1145506369.00,588364,38.38,48.65,4.50
October-2014,744.30,765.00,708.00,738.35,1404479,63745,1026828422.00,444148,31.62,57.00,-5.95
November-2014,740.00,799.00,730.00,786.60,1778011,52327,1357743391.00,1042305,58.62,69.00,46.60
December-2014,786.00,828.75,744.00,759.50,1186104,63595,935965451.00,382072,32.21,84.75,-26.50
January-2015,759.25,967.00,750.00,932.80,6009445,270557,5385009113.00,1851790,30.81,217.00,173.55
February-2015,928.00,930.50,881.00,909.80,2145799,116415,1941719984.00,627087,29.22,49.50,-18.20
March-2015,914.00,979.00,849.00,872.90,2357462,131862,2191137429.00,827009,35.08,130.00,-41.10
April-2015,873.00,950.40,833.45,849.50,2619186,115993,2353045914.00,1049197,40.06,116.95,-23.50
May-2015,852.00,906.65,829.00,859.80,3103062,116030,2676521806.00,1021700,32.93,77.65,7.80
June-2015,856.90,919.40,807.00,916.45,2015972,68507,1731564538.00,556749,27.62,112.40,59.55
July-2015,915.00,944.00,872.55,921.05,2983238,90404,2722735603.00,977736,32.77,71.45,6.05
August-2015,920.00,925.15,848.25,861.50,2412394,65211,2121462837.00,901092,37.35,76.90,-58.50
September-2015,859.00,863.00,777.50,813.30,3283558,76445,2637656582.00,1577560,48.04,85.50,-45.70
October-2015,816.00,831.45,771.00,801.85,2533007,73308,2026312643.00,988995,39.04,60.45,-14.15
November-2015,801.00,825.60,779.00,809.45,1571434,43410,1259252357.00,552872,35.18,46.60,8.45
December-2015,811.50,873.90,807.00,862.35,2333887,61036,1968315988.00,892154,38.23,66.90,50.85
January-2016,859.55,868.00,765.35,816.90,1876656,70098,1520305208.00,511509,27.26,102.65,-42.65
February-2016,817.00,863.65,788.00,829.80,2065030,77252,1709751382.00,792164,38.36,75.65,12.80
March-2016,830.00,883.75,819.00,869.50,3834914,70189,3276925702.00,2623756,68.42,64.75,39.50
April-2016,868.00,907.00,844.95,866.65,1247947,49320,1098087975.00,562395,45.07,62.05,-1.35
May-2016,860.00,869.45,806.75,849.90,2127436,77333,1796339608.00,807077,37.94,62.70,-10.10
June-2016,850.00,907.30,835.10,898.60,2108689,83844,1846340791.00,824921,39.12,72.20,48.60
