Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
September-2014,356.60,379.75,348.25,370.75,7698903,148214,2779987401.00,3797535,49.33,31.50,14.15
October-2014,370.00,370.00,343.55,355.25,5414281,109799,1933894382.00,2744927,50.70,26.45,-14.75
November-2014,357.95,378.80,348.60,363.00,11823989,137484,4264150951.00,7957362,67.30,30.20,5.05
December-2014,363.00,400.00,357.30,368.40,8930109,167619,3389268937.00,4701854,52.65,42.70,5.40
January-2015,368.00,373.60,346.10,368.60,11315173,218190,4059236770.00,6013025,53.14,27.50,0.60
February-2015,367.05,409.70,350.00,361.25,16577820,283175,6298789278.00,8348857,50.36,59.70,-5.80
March-2015,358.50,358.50,315.25,325.45,28535078,331245,9558460522.00,18353743,64.32,43.25,-33.05
April-2015,326.90,357.95,321.35,322.25,7304279,178919,2501110720.00,3239358,44.35,36.60,-4.65
May-2015,325.10,334.95,312.95,326.75,10242320,142818,3335463929.00,5550256,54.19,22.00,1.65
June-2015,326.75,333.45,294.50,315.05,10014661,109759,3072641391.00,5152844,51.45,38.95,-11.70
July-2015,316.50,327.20,300.60,326.20,8660314,92750,2722135022.00,3766765,43.49,26.60,9.70
August-2015,326.75,333.20,308.70,325.30,10769288,90999,3462867808.00,6206593,57.63,24.50,-1.45
September-2015,324.50,330.00,308.00,328.90,13833419,72059,4467776600.00,10418265,75.31,22.00,4.40
October-2015,327.00,359.75,327.00,334.70,7531844,90982,2590338583.00,3198731,42.47,32.75,7.70
November-2015,334.00,353.00,327.10,343.20,4417053,52045,1502926591.00,1597961,36.18,25.90,9.20
December-2015,344.00,350.80,310.70,327.60,8430515,104042,2762789236.00,4097934,48.61,40.10,-16.40
January-2016,327.60,328.50,302.90,319.50,4864867,76365,1530500400.00,1776948,36.53,25.60,-8.10
February-2016,318.80,325.75,268.00,295.80,13290475,129153,3927134769.00,6787736,51.07,57.75,-23.00
March-2016,305.00,336.10,302.00,328.05,17951099,176679,5785179828.00,8083460,45.03,34.10,23.05
April-2016,326.95,338.40,312.00,324.80,8027837,95546,2626702488.00,3966421,49.41,26.40,-2.15
May-2016,325.50,364.25,306.00,351.60,16541421,157279,5662112807.00,9804966,59.28,58.25,26.10
June-2016,353.00,371.40,345.70,368.10,9515095,145815,3410058613.00,4329020,45.50,25.70,15.10
July-2016,245.40,258.85,242.20,252.45,21817968,125896,5417016291.00,13782079,63.17,16.65,7.05
August-2016,253.00,262.00,246.00,260.05,20950850,116414,5286299191.00,12208136,58.27,16.00,7.05
September-2016,260.25,266.00,240.80,241.55,17204959,105274,4405937949.00,9471015,55.05,25.20,-18.70
October-2016,242.35,246.50,233.60,241.90,25926058,98238,6243271019.00,16565530,63.90,12.90,-0.45
November-2016,242.00,259.60,222.25,232.90,23531456,132006,5727657156.00,12871335,54.70,37.35,-9.10
December-2016,232.90,242.30,222.05,240.95,13955725,103313,3226983267.00,7268521,52.08,20.25,8.05
January-2017,241.95,266.70,238.55,258.05,19447089,123374,4874709436.00,10449502,53.73,28.15,16.10
February-2017,260.00,291.95,258.20,262.15,22993476,116372,6192157005.00,13284246,57.77,33.75,2.15
March-2017,263.25,289.00,258.40,280.45,34028909,133189,9353934052.00,24001180,70.53,30.60,17.20
April-2017,281.10,292.85,271.00,278.60,16343646,85685,4580157594.00,8020500,49.07,21.85,-2.50
May-2017,279.05,319.90,270.90,311.90,22857390,149384,6685882504.00,9012491,39.43,49.00,32.85
June-2017,313.00,324.80,299.00,323.85,23390309,90010,7280736606.00,9542801,40.80,25.80,10.85
July-2017,345.25,353.20,276.90,285.15,35219421,308235,10747930245.00,16434513,46.66,76.30,-60.10
August-2017,286.00,289.50,270.05,282.20,18615320,153048,5195115483.00,9695053,52.08,19.45,-3.80
September-2017,282.00,284.60,257.10,258.25,16908323,110633,4537977096.00,10495860,62.08,27.50,-23.75
October-2017,259.25,276.10,258.10,266.10,10461597,69812,2795247931.00,5508015,52.65,18.00,6.85
November-2017,266.95,271.15,250.35,255.65,12442189,115937,3236021500.00,5940394,47.74,20.80,-11.30
December-2017,256.20,267.40,250.50,263.10,17883510,68472,4647905117.00,12236503,68.42,16.90,6.90
January-2018,263.30,283.10,259.60,271.25,21798706,118777,5906192650.00,11659384,53.49,23.50,7.95
February-2018,272.00,290.15,262.10,265.10,21598235,114096,5910805552.00,11718000,54.25,28.05,-6.90
March-2018,264.55,271.70,251.30,255.90,15426435,78385,4040493441.00,9107713,59.04,20.40,-8.65
April-2018,258.50,283.75,255.50,281.45,11451855,69186,3091823198.00,5334923,46.59,28.25,22.95
