Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
September-2014,628.90,680.00,612.60,629.40,2788391,104413,1799305556.00,1184885,42.49,67.40,0.50
October-2014,631.10,672.90,623.10,656.15,2113752,94248,1367444835.00,900619,42.61,49.80,25.05
November-2014,660.00,748.25,637.20,743.70,2774861,128741,1894574419.00,1002969,36.14,111.05,83.70
December-2014,754.00,809.25,719.50,751.75,2824632,136798,2166020513.00,684856,24.25,89.75,-2.25
January-2015,750.00,922.80,747.25,857.45,5076549,229528,4275755092.00,1896778,37.36,175.55,107.45
February-2015,856.00,856.00,784.65,818.35,4118475,205825,3364640254.00,1302287,31.62,71.35,-37.65
March-2015,824.00,848.75,769.20,808.75,2387220,134082,1954035575.00,835198,34.99,79.55,-15.25
April-2015,808.00,864.25,731.00,762.90,2181311,124732,1738457724.00,723456,33.17,133.25,-45.10
May-2015,779.00,818.00,735.40,787.00,3559523,120285,2762982872.00,1052546,29.57,82.60,8.00
June-2015,787.00,794.55,693.00,754.45,2641790,75271,1945757056.00,915031,34.64,101.55,-32.55
July-2015,756.35,884.80,755.20,881.45,4275441,112007,3567996092.00,1585049,37.07,129.60,125.10
August-2015,884.00,924.65,812.75,848.60,2210774,78607,1951655955.00,486307,22.00,111.90,-35.40
September-2015,847.00,848.25,778.75,841.10,2477596,76452,2014718019.00,804926,32.49,69.50,-5.90
October-2015,846.00,892.00,812.50,828.70,2346353,72570,1984720713.00,826934,35.24,79.50,-17.30
November-2015,828.00,865.00,785.00,840.45,1632903,48144,1343091627.00,672351,41.18,80.00,12.45
December-2015,840.00,888.00,830.00,883.85,1543245,56104,1336099819.00,374478,24.27,58.00,43.85
January-2016,882.95,912.00,825.00,868.85,1926658,76507,1674022605.00,557147,28.92,87.00,-14.10
February-2016,873.55,907.85,827.20,848.55,1585414,72365,1376299020.00,575495,36.30,80.65,-25.00
March-2016,856.00,906.75,837.00,868.70,2089189,75713,1824623724.00,1087314,52.04,69.75,12.70
April-2016,860.00,894.60,843.05,868.10,822589,48118,717537247.00,242368,29.46,51.55,8.10
May-2016,866.00,1003.85,861.00,984.10,2376485,79767,2223651233.00,1019595,42.90,142.85,118.10
June-2016,990.00,1037.30,964.00,1003.65,1842834,74188,1843744293.00,776377,42.13,73.30,13.65
July-2016,1003.55,1152.65,983.55,1114.70,2126210,73842,2231779824.00,957336,45.03,169.10,111.15
August-2016,1120.00,1172.60,1091.00,1159.25,2106453,92614,2376961643.00,525225,24.93,81.60,39.25
September-2016,1157.10,1212.95,1137.95,1162.10,1823202,72684,2147705796.00,710970,39.00,75.00,5.00
October-2016,1175.00,1230.00,1067.00,1075.35,2226550,73393,2601140426.00,1079405,48.48,163.00,-99.65
November-2016,1075.00,1087.40,871.80,969.85,3000201,116299,2880954500.00,1171628,39.05,215.60,-105.15
December-2016,968.00,968.00,850.10,891.35,2407235,78432,2175722291.00,1044597,43.39,117.90,-76.65
January-2017,895.00,989.00,882.80,970.80,1888708,63360,1773434541.00,603113,31.93,106.20,75.80
February-2017,975.00,1030.00,954.00,1024.45,1855990,52818,1837942738.00,953355,51.37,76.00,49.45
March-2017,1029.00,1100.00,1007.00,1071.20,2014641,56200,2119609167.00,1059723,52.60,93.00,42.20
April-2017,1075.00,1123.20,1033.85,1119.60,2548792,37018,2720424837.00,1883094,73.88,89.35,44.60
May-2017,1120.00,1181.65,1081.45,1152.60,2792263,56580,3178416430.00,1612722,57.76,100.20,32.60
June-2017,1160.00,1179.00,1084.60,1104.15,1703501,36079,1952010783.00,964050,56.59,94.40,-55.85
July-2017,1096.80,1171.00,1096.80,1159.45,1850347,46339,2108382794.00,913557,49.37,74.20,62.65
August-2017,1160.60,1172.40,1115.05,1168.15,1499413,31020,1714625231.00,743185,49.57,57.35,7.55
September-2017,1171.00,1261.25,1088.60,1117.05,1782865,35753,2168010291.00,830258,46.57,172.65,-53.95
October-2017,1132.00,1233.00,1119.95,1180.70,1172729,31089,1375437890.00,516625,44.05,113.05,48.70
November-2017,1185.00,1197.90,1123.15,1147.75,819591,32034,955735525.00,293772,35.84,74.75,-37.25
December-2017,1147.00,1170.00,1100.05,1157.90,882706,24489,1002866755.00,353854,40.09,69.95,10.90
January-2018,1160.00,1206.30,1124.00,1131.05,3814820,36774,4390898743.00,3144378,82.43,82.30,-28.95
February-2018,1149.50,1155.10,1090.55,1118.85,2322309,28663,2609120138.00,1646645,70.91,64.55,-30.65
March-2018,1120.25,1163.65,1082.00,1120.70,1723772,24804,1934772676.00,1150359,66.73,81.65,0.45
April-2018,1125.00,1206.15,1112.60,1200.15,654390,23280,761064578.00,201638,30.81,93.55,75.15
May-2018,1200.00,1335.10,1180.55,1305.60,2441534,45668,3108153553.00,1292930,52.96,154.55,105.60
June-2018,1305.60,1313.10,1243.05,1264.10,910389,23224,1160061638.00,180817,19.86,70.05,-41.50
July-2018,1265.05,1488.60,1261.80,1448.30,2131788,70050,2972829845.00,630844,29.59,226.80,183.25
August-2018,1460.00,1461.05,1365.80,1371.10,1726562,41621,2434168614.00,711949,41.24,95.25,-88.90
September-2018,1375.00,1387.45,1215.00,1294.05,2069307,60141,2700095280.00,952212,46.02,172.45,-80.95
October-2018,1300.00,1307.50,1119.60,1227.25,2473796,88964,2964431557.00,692721,28.00,187.90,-72.75
