Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
March-2017,604.40,657.50,558.75,637.95,23170828,513067,14308986319.00,5569488,24.04,98.75,33.55
April-2017,640.05,806.80,628.05,736.50,13425819,328297,10019232950.00,2110788,15.72,178.75,96.45
May-2017,736.90,825.10,692.50,743.00,5774202,138222,4360737679.00,1768338,30.62,132.60,6.10
June-2017,745.00,839.00,745.00,814.60,3726833,105864,2984863073.00,847255,22.73,94.00,69.60
July-2017,810.10,964.25,809.00,917.90,4771989,139891,4310636351.00,1050530,22.01,155.25,107.80
August-2017,919.00,1068.00,861.00,1039.60,3197368,93502,3061315187.00,1050280,32.85,207.00,120.60
September-2017,1045.00,1217.00,983.10,1077.60,4198409,148066,4594839508.00,876897,20.89,233.90,32.60
October-2017,1091.00,1289.00,1072.00,1138.20,4245466,144332,4991001917.00,1039313,24.48,217.00,47.20
November-2017,1140.15,1178.95,1085.50,1116.70,1609372,61249,1819795726.00,467438,29.04,93.45,-23.45
December-2017,1120.50,1193.90,1085.75,1180.00,4089261,57835,4663794920.00,2408155,58.89,108.15,59.50
January-2018,1190.00,1283.15,1127.10,1179.65,2366121,83663,2848546414.00,517013,21.85,156.05,-10.35
February-2018,1185.10,1387.00,1062.90,1347.45,2146981,81783,2639390663.00,514871,23.98,324.10,162.35
March-2018,1348.00,1385.00,1272.00,1327.00,2057003,80537,2734567483.00,511824,24.88,113.00,-21.00
April-2018,1327.00,1534.00,1327.00,1493.15,1860455,74371,2695856919.00,464784,24.98,207.00,166.15
May-2018,1500.00,1606.00,1337.05,1565.50,8896716,152975,12473510505.00,5514964,61.99,268.95,65.50
June-2018,1535.00,1622.05,1420.00,1482.10,1958520,84181,2981503241.00,626474,31.99,202.05,-52.90
July-2018,1485.50,1663.80,1485.50,1652.75,1444823,58876,2272617728.00,378452,26.19,178.30,167.25
August-2018,1660.00,1682.00,1548.20,1605.65,1009862,49545,1622038720.00,260891,25.83,133.80,-54.35
September-2018,1607.00,1617.10,1350.00,1394.90,976965,40180,1449404558.00,378089,38.70,267.10,-212.10
October-2018,1401.90,1422.05,1126.95,1338.65,1779489,94248,2294889134.00,399935,22.47,295.10,-63.25
November-2018,1353.90,1496.90,1344.55,1488.30,955520,47084,1357369565.00,230378,24.11,152.35,134.40
December-2018,1499.00,1696.15,1473.00,1607.70,1093331,59676,1733912797.00,273040,24.97,223.15,108.70
January-2019,1611.00,1621.15,1346.50,1372.45,1604472,88303,2315913694.00,404677,25.22,274.65,-238.55
February-2019,1385.00,1520.30,1377.85,1455.70,858988,46570,1251136070.00,223486,26.02,142.45,70.70
March-2019,1467.50,1529.70,1445.00,1470.10,643898,31282,955340888.00,243790,37.86,84.70,2.60
April-2019,1475.00,1525.00,1276.40,1293.60,981126,57447,1374942812.00,347545,35.42,248.60,-181.40
May-2019,1291.00,1350.00,1225.95,1319.85,1043468,54821,1333659153.00,341069,32.69,124.05,28.85
June-2019,1325.95,1419.00,1284.75,1397.65,505137,32399,674732879.00,180722,35.78,134.25,71.70
July-2019,1394.75,1490.65,1290.30,1480.70,995470,69740,1411078707.00,268277,26.95,200.35,85.95
August-2019,1475.25,1578.00,1400.00,1569.60,8486059,76185,12013279533.00,6610216,77.90,178.00,94.35
September-2019,1570.00,1944.00,1500.45,1859.75,1001225,75333,1750645212.00,307957,30.76,443.55,289.75
October-2019,1882.00,2010.80,1803.55,1994.25,699715,53385,1319945513.00,222871,31.85,207.25,112.25
November-2019,1995.00,2009.65,1755.60,1824.45,756610,61990,1414131270.00,344259,45.50,254.05,-170.55
December-2019,1845.00,1999.00,1701.00,1838.20,761719,65977,1407842709.00,321158,42.16,298.00,-6.80
January-2020,1855.00,2144.50,1780.00,2133.45,11427226,107698,21335226034.00,7333780,64.18,364.50,278.45
February-2020,2126.00,2559.00,2050.25,2311.25,2532681,187535,5953822879.00,536709,21.19,508.75,185.25
March-2020,2350.00,2350.00,1735.65,2200.70,570287,54835,1199562901.00,433418,76.00,614.35,-149.30
April-2020,2258.00,2414.60,2010.00,2379.80,411030,31663,930177651.00,411030,100.00,404.60,121.80
May-2020,2340.00,2530.00,2124.00,2265.90,345211,40328,792931342.00,266374,77.16,406.00,-74.10
June-2020,2334.00,2526.80,2275.00,2318.00,795137,76801,1887086528.00,498826,62.73,251.80,-16.00
July-2020,2332.95,2384.95,1900.00,2063.50,1432878,173361,2998787091.00,628454,43.86,484.95,-269.45
August-2020,2055.45,2448.00,2054.00,2250.05,950291,112710,2102073957.00,509721,53.64,394.00,194.60
September-2020,2226.65,2367.85,1996.10,2198.20,548849,66659,1204338207.00,197068,35.91,371.75,-28.45
October-2020,2213.95,2276.00,1949.30,2241.30,966112,89685,2037947157.00,424746,43.96,326.70,27.35
November-2020,2236.00,2505.00,2161.95,2286.60,593801,60850,1394325051.00,271586,45.74,343.05,50.60
December-2020,2311.00,2780.00,2311.00,2765.65,2248413,119754,5837991505.00,441412,19.63,469.00,454.65
January-2021,2761.40,3130.05,2610.80,2650.90,1829329,100461,5201613185.00,349254,19.09,519.25,-110.50
February-2021,2680.00,3270.00,2638.00,2993.65,850243,70520,2564917559.00,338670,39.83,632.00,313.65
March-2021,3004.00,3328.00,2775.00,2854.05,725876,85456,2217069338.00,307391,42.35,553.00,-149.95
April-2021,2890.00,2986.90,2677.00,2858.55,640389,70716,1825964806.00,217502,33.96,309.90,-31.45
May-2021,2835.00,3135.00,2820.80,3070.30,469328,55404,1394343010.00,137734,29.35,314.20,235.30
June-2021,3070.30,3408.00,3033.00,3342.40,541477,82439,1771942252.00,184276,34.03,375.00,272.10
July-2021,3344.60,3535.00,3305.20,3500.55,452414,55134,1528801555.00,253547,56.04,229.80,155.95
August-2021,3535.00,3979.15,3467.15,3955.30,1011950,54461,3871860542.00,827354,81.76,512.00,420.30
September-2021,3985.00,4495.00,3875.10,4243.85,638626,92124,2704839692.00,354107,55.45,619.90,258.85
October-2021,4250.00,5899.90,4205.00,4632.05,1879799,343036,8973820642.00,865580,46.05,1694.90,382.05
November-2021,4663.00,5178.55,4385.75,4706.75,734278,141380,3570998065.00,306101,41.69,792.80,43.75
December-2021,4725.00,4875.20,4553.60,4669.70,560609,93666,2647550588.00,265471,47.35,321.60,-55.30
January-2022,4770.00,4799.00,3881.05,4116.40,1080098,264644,4663459179.00,490494,45.41,917.95,-653.60
February-2022,4140.00,4351.00,3951.00,4339.85,557544,111271,2290493619.00,242087,43.42,400.00,199.85
March-2022,4280.05,4447.55,3948.00,3999.45,955234,99295,3955204254.00,651353,68.19,499.55,-280.60
April-2022,4024.00,4243.00,3909.45,3948.60,379227,68135,1553053977.00,182702,48.18,333.55,-75.40
May-2022,3930.00,4048.00,3185.10,3973.20,1013766,157149,3730425324.00,481129,47.46,862.90,43.20
June-2022,3970.00,4037.90,3370.00,3396.30,414560,77672,1517470230.00,140349,33.85,667.90,-573.70
July-2022,3396.30,4250.00,3332.70,4242.95,807669,99735,3152403311.00,389458,48.22,917.30,846.65
August-2022,4245.50,4550.00,4168.05,4531.25,561604,69871,2421838267.00,361837,64.43,381.95,285.75
September-2022,4475.05,4606.00,4220.90,4391.75,635481,93115,2790783872.00,366628,57.69,385.10,-83.30
October-2022,4335.10,4601.90,4111.10,4322.20,992205,52680,4280247738.00,829197,83.57,490.80,-12.90
November-2022,4317.55,4348.00,3872.00,4024.85,355845,77891,1435056095.00,141651,39.81,476.00,-292.70
December-2022,4035.55,4225.00,3836.30,4070.75,314113,69736,1276527177.00,156767,49.91,388.70,35.20
January-2023,4079.00,4114.75,3426.00,3504.30,635102,155839,2333512462.00,320845,50.52,688.75,-574.70
February-2023,3567.95,3578.05,3375.00,3411.75,307934,77371,1077289036.00,152086,49.39,203.05,-156.20
March-2023,3422.00,3493.95,3292.65,3403.30,350482,79278,1181943584.00,201792,57.58,201.30,-18.70
April-2023,3428.00,3669.00,3422.75,3512.65,297003,55944,1044428506.00,148798,50.10,246.25,84.65
May-2023,3505.05,3750.00,3353.05,3472.55,386566,83626,1356032277.00,200167,51.78,396.95,-32.50
June-2023,3473.05,4152.05,3473.05,3889.80,683039,122403,2631659073.00,357540,52.35,679.00,416.75
July-2023,3889.80,3947.00,3642.20,3749.60,728901,89146,2754595725.00,503136,69.03,304.80,-140.20
August-2023,3750.05,3778.30,3493.05,3716.10,323821,70261,1167783909.00,178395,55.09,285.25,-33.95
September-2023,3720.05,3855.90,3624.00,3674.25,262504,51044,985509986.00,152771,58.20,231.90,-45.80
October-2023,3675.00,3940.00,3617.30,3632.80,532718,55033,2020623650.00,379867,71.31,322.70,-42.20
November-2023,3638.65,3961.00,3621.85,3948.00,224932,41906,857041479.00,140926,62.65,339.15,309.35
December-2023,3955.05,4203.00,3903.35,4078.75,257707,42280,1043075586.00,148674,57.69,299.65,123.70
January-2024,4050.05,4155.00,3645.65,3794.80,901120,78862,3463988524.00,713117,79.14,509.35,-255.25
February-2024,3800.10,3947.50,3649.65,3919.80,213749,39990,812638969.00,114381,53.51,297.85,119.70
March-2024,3917.05,4562.60,3809.25,4529.35,453947,74551,1891916072.00,225476,49.67,753.35,612.30
April-2024,4557.30,4888.00,4400.05,4601.95,404689,71523,1877398839.00,198254,48.99,487.95,44.65
May-2024,4605.25,4916.15,4254.55,4305.70,329459,65009,1528835027.00,149043,45.24,661.60,-299.55
June-2024,4399.90,5220.00,4302.00,4717.00,723952,139989,3456655879.00,315015,43.51,918.00,317.10
July-2024,4725.00,5200.00,4613.05,4936.70,437798,91184,2157981278.00,182945,41.79,586.95,211.70
August-2024,4937.65,5164.00,4720.00,4927.55,353763,63407,1764529497.00,128860,36.43,444.00,-10.10
September-2024,4966.05,5484.00,4952.75,5102.00,324478,72342,1702513677.00,146972,45.29,531.25,135.95
