Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
September-2014,138.50,143.90,131.80,138.65,8196752,106825,1134991739.00,3473952,42.38,12.10,0.15
October-2014,139.55,150.90,137.95,149.95,8006658,89793,1144241194.00,4209571,52.58,12.95,10.40
November-2014,150.10,150.10,139.40,142.60,4100493,56090,590751972.00,1665529,40.62,10.70,-7.50
December-2014,142.70,144.80,126.80,144.10,6233683,81780,848280608.00,3010662,48.30,18.00,1.40
January-2015,144.50,147.35,137.30,143.80,6727772,90318,961390452.00,3480340,51.73,10.05,-0.70
February-2015,144.00,161.00,136.75,155.75,11354545,123206,1651753288.00,6392906,56.30,24.25,11.75
March-2015,157.00,164.70,142.70,147.35,18440087,157818,2790148599.00,10503399,56.96,22.00,-9.65
April-2015,147.00,160.00,147.00,150.30,4500564,76262,692205465.00,1896869,42.15,13.00,3.30
May-2015,152.00,153.00,131.35,136.70,6362694,70694,886658137.00,3425129,53.83,21.65,-15.30
June-2015,136.80,141.15,134.75,137.80,3668220,36496,504084754.00,1901666,51.84,6.40,1.00
July-2015,137.90,139.70,128.15,134.90,7341471,40496,991054235.00,4990255,67.97,11.55,-3.00
August-2015,135.00,137.80,107.20,121.35,4928574,59805,612148545.00,1428771,28.99,30.60,-13.65
September-2015,121.00,130.00,111.80,123.75,4028272,47917,487492080.00,1036265,25.72,18.20,2.75
October-2015,124.75,137.55,123.35,132.70,5389369,53951,696725603.00,1421061,26.37,14.20,7.95
November-2015,133.00,139.45,127.30,131.00,3427150,31770,458721461.00,1162707,33.93,12.15,-2.00
December-2015,131.00,148.90,128.25,145.90,13074998,40272,1762178199.00,10637018,81.35,20.65,14.90
January-2016,145.50,146.95,131.00,142.20,4011094,64703,564130263.00,1162018,28.97,15.95,-3.30
February-2016,140.40,143.95,116.80,119.70,11691558,70141,1435739591.00,6672695,57.07,27.15,-20.70
March-2016,120.00,131.80,119.50,128.80,4176564,43301,530681330.00,2006866,48.05,12.30,8.80
April-2016,128.95,144.00,125.05,138.80,4487615,42158,609053182.00,1490611,33.22,18.95,9.85
May-2016,139.30,147.70,133.50,143.25,5491185,55860,771799221.00,1898762,34.58,14.20,3.95
June-2016,143.20,156.95,141.55,156.40,5342426,51273,800058029.00,2348101,43.95,15.40,13.20
July-2016,153.20,160.25,139.70,158.45,16400712,50065,2560010634.00,12366957,75.41,20.55,5.25
August-2016,159.00,169.95,156.50,159.25,13659801,58130,2206114655.00,9453246,69.20,13.45,0.25
September-2016,159.40,163.95,147.85,148.50,7341158,45582,1151248709.00,4218176,57.46,16.10,-10.90
October-2016,148.50,155.00,143.45,151.25,5735884,30210,864380196.00,3756635,65.49,11.55,2.75
November-2016,151.00,165.20,146.00,163.15,4594487,47330,717038091.00,1625173,35.37,19.20,12.15
December-2016,164.00,167.75,158.10,164.70,6918071,42298,1122313539.00,2855590,41.28,9.65,0.70
January-2017,165.00,177.80,161.30,172.75,9943222,64522,1704553880.00,5404675,54.36,16.50,7.75
February-2017,172.10,176.00,162.60,163.10,8935932,53490,1523403758.00,6346386,71.02,13.40,-9.00
March-2017,164.00,166.80,154.80,165.95,7856639,42518,1254412827.00,5203475,66.23,12.00,1.95
April-2017,166.45,169.00,158.40,164.40,3034861,27456,500297495.00,1100454,36.26,10.60,-2.05
May-2017,164.00,165.45,153.30,160.05,6409195,31484,1026560067.00,3786765,59.08,12.15,-3.95
June-2017,160.35,163.45,155.00,158.45,18821734,40592,2993969919.00,15447283,82.07,8.45,-1.90
July-2017,158.00,171.55,155.30,164.10,13043233,53859,2128890374.00,8238540,63.16,16.25,6.10
August-2017,164.50,179.00,163.45,168.70,20819993,68829,3514718120.00,6351900,30.51,15.55,4.20
September-2017,167.00,171.55,164.25,167.25,5346889,36300,898556194.00,2552950,47.75,7.30,0.25
October-2017,168.00,187.95,167.00,180.50,7695998,28870,1360735800.00,4921717,63.95,20.95,12.50
November-2017,179.95,186.35,173.50,180.90,41583656,66859,7511692711.00,33463190,80.47,12.85,0.95
December-2017,182.65,183.70,173.65,177.20,20727143,45846,3680478818.00,14378039,69.37,10.05,-5.45
January-2018,177.15,180.35,168.80,170.25,14746093,40629,2577098236.00,10574074,71.71,11.55,-6.90
February-2018,168.90,169.80,158.90,163.25,31100591,24789,5075508831.00,27870730,89.61,10.90,-5.65
March-2018,163.50,172.50,155.70,169.70,7743947,19080,1289733537.00,6120111,79.03,16.80,6.20
April-2018,169.70,179.85,165.50,172.05,4549609,18075,788328662.00,2973018,65.35,14.35,2.35
May-2018,171.00,175.85,162.55,166.95,11543337,30799,1947503836.00,9173690,79.47,13.30,-4.05
June-2018,167.50,167.55,149.45,159.45,1990900,28140,314842735.00,636252,31.96,18.10,-8.05
July-2018,159.55,159.55,149.95,155.15,18000638,28802,2747782946.00,15952507,88.62,9.60,-4.40
