Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
September-2014,482.00,523.90,461.10,471.15,5589227,169340,2774801545.00,1734793,31.04,62.80,-10.85
October-2014,474.75,488.00,434.20,484.00,3381168,88984,1547759240.00,1206706,35.69,53.80,9.25
November-2014,482.10,505.00,450.95,459.20,3614536,122825,1735509582.00,614558,17.00,54.05,-22.90
December-2014,461.40,488.45,426.50,485.25,3584007,109234,1615777097.00,1081785,30.18,61.95,23.85
January-2015,484.70,646.00,480.90,629.50,7587466,280431,4190122231.00,918364,12.10,165.10,144.80
February-2015,650.00,719.60,600.00,696.60,8011117,320504,5337885334.00,1012755,12.64,119.60,46.60
March-2015,700.70,729.00,581.25,615.40,4036874,173865,2619148751.00,581844,14.41,147.75,-85.30
April-2015,610.80,688.40,604.00,674.20,3257887,137246,2108659039.00,1052800,32.32,84.40,63.40
May-2015,679.60,803.90,633.75,706.20,6390813,192608,4660477767.00,852082,13.33,170.15,26.60
June-2015,707.70,721.60,89.75,91.00,36947588,382058,5693551769.00,6110786,16.54,631.85,-616.70
July-2015,91.25,93.50,79.85,87.05,18514724,108398,1632647992.00,2588711,13.98,13.65,-4.20
August-2015,87.65,103.00,67.45,75.25,32853526,181187,2874139451.00,4151512,12.64,35.55,-12.40
September-2015,75.00,84.00,65.85,80.75,22415040,153502,1692468884.00,2530950,11.29,18.15,5.75
October-2015,81.45,101.90,79.50,92.25,29257993,179091,2675264163.00,2940598,10.05,22.40,10.80
November-2015,92.70,92.70,74.45,82.30,18822714,96633,1529608620.00,2046534,10.87,18.25,-10.40
December-2015,82.80,85.20,72.00,83.40,13667808,71487,1088828233.00,1653034,12.09,13.20,0.60
January-2016,83.45,92.00,67.55,73.05,12126065,69038,961332953.00,2204802,18.18,24.45,-10.40
February-2016,73.55,79.60,58.45,58.90,12570087,67217,855271480.00,1990113,15.83,21.15,-14.65
March-2016,59.50,74.95,58.70,73.65,11736649,57099,777862541.00,2288849,19.50,16.25,14.15
April-2016,73.65,88.70,72.85,86.75,9714338,57248,780880246.00,1924906,19.82,15.85,13.10
May-2016,86.50,88.60,68.70,72.90,11001796,54112,833383645.00,2629075,23.90,19.90,-13.60
June-2016,73.50,87.15,70.25,86.55,12212267,55642,944404856.00,1922344,15.74,16.90,13.05
July-2016,87.10,87.15,79.65,80.65,8919835,48651,737770666.00,1993612,22.35,7.50,-6.45
August-2016,80.85,81.80,70.30,73.00,13745985,55556,1047499611.00,2214960,16.11,11.50,-7.85
September-2016,73.00,75.00,63.45,65.65,7912788,32326,559227352.00,1892612,23.92,11.55,-7.35
October-2016,66.00,72.70,66.00,67.05,6639853,31043,455460159.00,1725264,25.98,6.70,1.05
November-2016,67.25,68.45,58.35,67.95,9110555,43590,582003505.00,1706107,18.73,10.10,0.70
December-2016,68.20,77.05,66.40,76.45,7682504,42949,547759053.00,1603736,20.88,10.65,8.25
January-2017,77.00,93.85,75.90,87.35,13090645,66277,1113681230.00,2406592,18.38,17.95,10.35
February-2017,88.50,100.70,87.35,98.40,15946993,74970,1513165864.00,2111845,13.24,13.35,9.90
March-2017,99.00,109.95,92.60,108.25,14525449,62589,1464528389.00,2325254,16.01,17.35,9.25
April-2017,106.50,160.60,106.50,109.05,48483407,261651,6473629259.00,5388922,11.11,54.10,2.55
May-2017,109.10,126.85,106.80,116.45,41707563,189669,4897309179.00,8054754,19.31,20.05,7.35
June-2017,117.20,136.65,115.80,132.50,30639452,121647,3892366135.00,7128286,23.27,20.85,15.30
July-2017,132.00,144.40,131.05,137.70,13922739,58308,1928476630.00,1857709,13.34,13.35,5.70
August-2017,138.90,144.00,105.10,132.95,16637750,81830,2043004301.00,2224527,13.37,38.90,-5.95
September-2017,133.00,138.65,113.25,116.35,13909528,56745,1797292119.00,2609510,18.76,25.40,-16.65
October-2017,116.70,136.25,110.60,132.35,10962418,45067,1341029668.00,2046476,18.67,25.65,15.65
November-2017,132.40,162.00,132.00,146.60,18950503,81484,2849513380.00,2852750,15.05,30.00,14.20
December-2017,147.50,168.85,132.00,166.35,18205368,78579,2790788895.00,1752139,9.62,36.85,18.85
January-2018,166.35,220.50,162.35,213.30,22695844,104480,4446078641.00,2762550,12.17,58.15,46.95
February-2018,213.00,223.35,183.10,203.70,10603159,54116,2169795440.00,1117524,10.54,40.25,-9.30
March-2018,203.70,206.50,149.00,156.45,19193665,93831,3179746856.00,1397217,7.28,57.50,-47.25
April-2018,158.70,166.35,126.10,140.10,14763828,78472,2157274133.00,1862904,12.62,40.25,-18.60
May-2018,141.70,141.70,115.95,121.20,15524243,58541,1942980151.00,2700516,17.40,25.75,-20.50
June-2018,120.20,137.25,109.00,112.90,14702881,62650,1832205858.00,1470264,10.00,28.25,-7.30
July-2018,114.40,206.55,101.05,195.55,42753811,213185,6674905097.00,2410653,5.64,105.50,81.15
August-2018,196.90,236.70,179.00,224.80,32003307,181838,6631385264.00,2630100,8.22,57.70,27.90
September-2018,227.00,227.50,125.85,130.85,30564337,177873,4990696726.00,2574169,8.42,101.65,-96.15
October-2018,129.90,176.70,121.65,170.15,21877542,113224,3350640179.00,1526669,6.98,55.05,40.25
November-2018,171.65,180.00,154.35,165.25,14085206,68338,2328125870.00,1249361,8.87,25.65,-6.40
December-2018,165.25,168.30,137.50,160.95,11487238,54368,1791564152.00,918756,8.00,30.80,-4.30
January-2019,161.00,162.60,123.55,137.20,10801959,51688,1559042034.00,1100127,10.18,39.05,-23.80
February-2019,137.45,144.35,114.95,128.95,17213847,91129,2142557848.00,1282367,7.45,29.40,-8.50
March-2019,129.95,150.60,129.35,147.35,13452060,68671,1903871266.00,1364005,10.14,21.25,17.40
April-2019,147.45,153.30,125.10,126.90,8541207,46245,1215644990.00,1360233,15.93,28.20,-20.55
May-2019,126.00,180.70,113.00,154.60,28986816,141587,4373613603.00,2723767,9.40,67.70,28.60
June-2019,156.90,161.80,140.45,150.45,10675620,55508,1617224469.00,1487712,13.94,21.35,-6.45
July-2019,150.50,161.75,123.85,128.75,13848273,68328,1953045550.00,1839903,13.29,37.90,-21.75
August-2019,127.90,138.25,121.30,137.45,7659822,42845,1000701703.00,1132176,14.78,16.95,9.55
September-2019,135.00,155.70,130.70,145.80,12139416,49390,1757505791.00,2904713,23.93,25.00,10.80
October-2019,146.00,201.15,134.20,199.25,11116342,56732,1828750559.00,2109105,18.97,66.95,53.25
November-2019,199.00,221.40,194.00,214.75,15010382,63143,3093600125.00,3970545,26.45,27.40,15.75
