Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
November-2016,430.00,471.00,391.50,436.55,6254794,174405,2796949670.00,1155656,18.48,79.50,6.55
December-2016,437.80,439.50,345.00,381.35,192085,15524,78697698.00,73633,38.33,94.50,-56.45
January-2017,384.60,418.40,382.70,399.45,64562,6178,26331903.00,33409,51.75,35.70,14.85
February-2017,397.00,416.00,382.50,388.65,64273,5884,25668401.00,39008,60.69,33.50,-8.35
March-2017,395.00,408.00,341.25,404.75,277629,12288,104994834.00,150745,54.30,66.75,9.75
April-2017,409.95,499.00,400.60,470.85,411836,28396,192314989.00,219454,53.29,98.40,60.90
May-2017,469.00,507.90,461.85,497.55,1021107,30331,506229523.00,735481,72.03,46.05,28.55
June-2017,496.70,558.00,476.50,533.55,194247,10290,101672617.00,84502,43.50,81.50,36.85
July-2017,529.95,569.65,488.05,500.20,954417,8656,510178186.00,812449,85.13,81.60,-29.75
August-2017,497.00,573.30,481.20,524.30,622271,6530,332651155.00,548312,88.11,92.10,27.30
September-2017,520.30,546.00,501.00,505.80,60562,2809,31889729.00,26005,42.94,45.00,-14.50
October-2017,510.50,527.20,486.25,501.25,33303,1900,16773748.00,16337,49.06,40.95,-9.25
November-2017,507.10,545.90,486.00,509.30,486132,5631,244841764.00,412292,84.81,59.90,2.20
December-2017,509.65,664.95,491.50,651.35,290437,11478,167522166.00,96131,33.10,173.45,141.70
January-2018,653.00,761.55,623.40,691.05,4197551,31504,2976474259.00,3440791,81.97,138.15,38.05
February-2018,689.00,724.50,626.70,649.05,157076,6780,104278433.00,37733,24.02,97.80,-39.95
March-2018,656.55,662.00,592.80,617.40,140828,5319,86820120.00,57269,40.67,69.20,-39.15
April-2018,631.55,681.70,626.70,652.20,44646,2257,28970005.00,17942,40.19,55.00,20.65
May-2018,656.00,777.00,656.00,766.35,146558,6860,104615382.00,45211,30.85,121.00,110.35
June-2018,768.00,789.00,713.70,753.25,376647,4246,286044254.00,325372,86.39,75.30,-14.75
July-2018,753.00,783.00,670.10,752.30,1539583,5584,1073684515.00,1488586,96.69,112.90,-0.70
August-2018,759.80,839.00,722.65,816.70,127815,7684,101407917.00,37642,29.45,116.35,56.90
