Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
September-2014,279.95,291.25,266.00,272.55,9797465,178093,2754892675.00,3980218,40.62,25.25,-7.40
October-2014,274.00,276.50,219.25,255.75,10013000,233801,2485113263.00,2270869,22.68,57.25,-18.25
November-2014,255.10,263.55,230.00,231.30,7636588,180314,1850627746.00,1929138,25.26,33.55,-23.80
December-2014,230.00,245.35,191.15,214.10,10679983,244754,2318249662.00,2472393,23.15,54.20,-15.90
January-2015,213.50,225.00,186.50,201.75,11724854,284051,2371944402.00,2692084,22.96,38.50,-11.75
February-2015,201.70,224.65,197.55,217.60,11381052,285976,2421492605.00,2238735,19.67,27.10,15.90
March-2015,219.00,225.00,183.75,189.45,11059881,226480,2177820919.00,2875790,26.00,41.25,-29.55
April-2015,190.00,216.85,187.40,210.00,10969805,200954,2246605814.00,3657793,33.34,29.45,20.00
May-2015,210.20,233.45,191.00,196.70,11002850,156661,2359960309.00,4692058,42.64,42.45,-13.50
June-2015,197.00,201.40,169.75,173.90,7272975,107165,1317127878.00,2187200,30.07,31.65,-23.10
July-2015,174.00,177.45,126.60,130.15,14392707,154683,2058499648.00,4699021,32.65,50.85,-43.85
August-2015,130.25,131.50,76.70,98.60,24698685,202982,2535574019.00,6902592,27.95,54.80,-31.65
September-2015,96.00,102.50,83.60,85.10,20484817,157579,1934255695.00,4273059,20.86,18.90,-10.90
October-2015,86.35,115.90,82.80,100.00,46760461,284979,4749207975.00,8579128,18.35,33.10,13.65
November-2015,100.90,100.90,85.90,90.05,23817413,128001,2198354905.00,6429894,27.00,15.00,-10.85
December-2015,91.40,96.15,81.30,90.30,27002362,142640,2369278167.00,6633126,24.56,14.85,-1.10
January-2016,91.55,93.90,62.15,71.70,57066909,278836,4256362472.00,11019263,19.31,31.75,-19.85
February-2016,72.60,77.70,58.10,70.85,66328303,292326,4638898046.00,10822542,16.32,19.60,-1.75
March-2016,71.40,98.15,70.60,89.90,56696092,280037,4978332805.00,10219616,18.03,27.55,18.50
April-2016,89.70,108.90,84.90,103.75,34931930,187979,3407154894.00,8127890,23.27,24.00,14.05
May-2016,102.95,113.85,94.05,108.30,36074241,235996,3737929115.00,6641758,18.41,19.80,5.35
June-2016,109.70,133.10,103.05,131.80,35862971,234464,4213652082.00,6651825,18.55,30.05,22.10
July-2016,132.05,175.20,132.00,164.60,44548222,293740,7158123261.00,6084771,13.66,43.20,32.55
August-2016,164.00,180.50,154.00,170.05,22853075,162086,3846455162.00,3966514,17.36,26.50,6.05
September-2016,170.00,180.70,159.00,172.05,20924551,148776,3532417489.00,3107967,14.85,21.70,2.05
October-2016,174.75,208.00,173.25,202.45,19350091,137691,3794672621.00,2816914,14.56,34.75,27.70
November-2016,205.00,233.65,192.35,229.75,32561533,255135,7069571477.00,3760111,11.55,41.30,24.75
December-2016,232.90,248.50,205.00,216.30,18337654,134265,4186416038.00,2604829,14.20,43.50,-16.60
January-2017,216.00,262.00,214.70,253.15,16186289,136445,3878631971.00,2824535,17.45,47.30,37.15
February-2017,254.80,274.50,243.10,259.10,16240477,129267,4168152102.00,4806986,29.60,31.40,4.30
March-2017,259.10,277.90,247.50,274.70,21597210,152009,5676519557.00,5239150,24.26,30.40,15.60
April-2017,276.95,278.00,226.60,243.60,20801620,156255,5163446573.00,6088627,29.27,51.40,-33.35
May-2017,245.20,248.35,217.95,239.00,29155325,190527,6825580828.00,6788409,23.28,30.40,-6.20
June-2017,240.90,252.70,226.60,249.05,20010668,126265,4786089596.00,5047015,25.22,26.10,8.15
July-2017,250.00,283.60,250.00,279.65,16329003,135202,4348399974.00,4563588,27.95,33.60,29.65
August-2017,280.90,310.00,276.70,308.15,23684204,133413,6992219914.00,8744067,36.92,33.30,27.25
September-2017,308.35,334.50,297.20,313.95,17451747,105367,5558653281.00,6007500,34.42,37.30,5.60
October-2017,317.80,345.00,310.55,331.90,13678199,85419,4516888249.00,5445374,39.81,34.45,14.10
November-2017,332.55,346.80,291.05,295.80,16179752,103994,5111568885.00,3767208,23.28,55.75,-36.75
December-2017,298.80,335.20,277.60,329.75,12939982,101170,3930422787.00,3634921,28.09,57.60,30.95
January-2018,331.00,355.70,318.90,339.50,13380232,102340,4542087934.00,3916137,29.27,36.80,8.50
February-2018,339.50,345.80,305.00,329.45,17601850,116351,5713962947.00,3633334,20.64,40.80,-10.05
March-2018,327.00,334.00,269.00,278.30,15840505,110103,4786065907.00,5784769,36.52,65.00,-48.70
April-2018,282.95,313.50,271.50,298.50,17429239,116897,5083455567.00,5923488,33.99,42.00,15.55
May-2018,298.00,298.00,238.05,249.30,18861319,133738,5013770849.00,5272855,27.96,59.95,-48.70
June-2018,247.65,258.30,222.20,235.75,27411566,111352,6609654659.00,13549117,49.43,36.10,-11.90
July-2018,236.00,243.75,200.75,222.25,18313792,132580,4012486102.00,5263329,28.74,43.00,-13.75
August-2018,220.80,238.15,205.70,227.20,19076817,138702,4250004440.00,3720012,19.50,32.45,6.40
September-2018,229.00,246.70,218.00,231.75,21702369,126441,5012289734.00,6565048,30.25,28.70,2.75
October-2018,231.00,246.90,197.10,211.25,25389560,156636,5588102900.00,5738235,22.60,49.80,-19.75
November-2018,212.60,228.00,190.60,195.80,20251948,131104,4170414889.00,6087368,30.06,37.40,-16.80
December-2018,201.05,214.25,190.05,202.35,18065034,112539,3623565482.00,4000920,22.15,24.20,1.30
January-2019,202.70,202.95,186.85,197.50,15696563,107074,3057666041.00,4188826,26.69,16.10,-5.20
February-2019,180.00,180.50,145.90,169.40,26306681,172281,4214316823.00,5763434,21.91,34.60,-10.60
March-2019,172.00,185.20,168.00,183.75,10605099,69394,1858783392.00,2229377,21.02,17.20,11.75
April-2019,189.00,195.00,163.55,166.85,11089800,81068,2019788967.00,2303259,20.77,31.45,-22.15
May-2019,168.00,171.60,152.50,160.65,13714649,96129,2227275871.00,2989993,21.80,19.10,-7.35
June-2019,160.65,179.95,159.40,174.30,8700466,58548,1474149903.00,2037231,23.42,20.55,13.65
July-2019,177.90,177.90,148.25,154.15,12958409,85247,2119071498.00,2075474,16.02,29.65,-23.75
August-2019,153.25,153.25,125.70,139.30,16603895,87523,2306431225.00,1935714,11.66,27.55,-13.95
September-2019,137.55,166.95,132.60,154.05,19393218,89923,2927643583.00,2736164,14.11,34.35,16.50
October-2019,155.00,156.00,140.55,148.30,15314240,77488,2267451668.00,2718024,17.75,15.45,-6.70
November-2019,149.50,162.90,138.70,144.45,20447465,92560,3061232334.00,3336158,16.32,24.20,-5.05
December-2019,145.35,155.40,136.60,152.50,14863717,80912,2180251735.00,3541198,23.82,18.80,7.15
January-2020,153.00,166.05,137.55,137.95,12544669,89762,1939748823.00,3154217,25.14,28.50,-15.05
February-2020,138.95,146.80,112.30,114.00,21950485,78108,2769233572.00,13825943,62.99,34.50,-24.95
March-2020,117.90,122.00,60.30,64.75,31514297,165964,2546576795.00,10762596,34.15,61.70,-53.15
April-2020,66.00,90.80,62.40,89.60,26532387,121571,2071707982.00,7459534,28.11,28.40,23.60
May-2020,83.80,98.20,77.05,92.15,34600123,145041,3073513948.00,7843792,22.67,21.15,8.35
June-2020,92.80,113.50,92.80,106.35,45186624,165695,4761725129.00,6558166,14.51,20.70,13.55
July-2020,107.45,117.85,103.75,113.80,21334016,100696,2369415486.00,4570344,21.42,14.10,6.35
August-2020,113.90,134.65,112.50,128.55,21936358,115039,2733422698.00,7650378,34.88,22.15,14.65
September-2020,129.35,141.45,122.60,136.90,12707236,99429,1673697060.00,4030424,31.72,18.85,7.55
October-2020,137.10,140.35,92.75,95.85,73692653,363928,8078994799.00,19883255,26.98,47.60,-41.25
November-2020,95.50,122.85,91.25,121.00,28772908,136537,3060332567.00,9665836,33.59,31.60,25.50
December-2020,122.00,170.50,119.90,161.45,173920263,274891,27116263878.00,123362740,70.93,50.60,39.45
January-2021,162.20,189.70,160.00,161.20,26214695,135916,4575401528.00,5733924,21.87,29.70,-1.00
February-2021,162.90,214.60,161.45,206.90,22618629,127487,4328354666.00,6240941,27.59,53.15,44.00
March-2021,209.00,230.80,205.20,228.65,13897835,91253,3078730362.00,3540679,25.48,25.60,19.65
April-2021,229.90,266.25,209.80,257.35,14918159,83554,3513072077.00,6330278,42.43,56.45,27.45
May-2021,254.10,296.25,251.05,274.30,19072456,164428,5272890136.00,3775535,19.80,45.20,20.20
June-2021,276.00,282.80,242.60,262.75,13275223,122600,3549224898.00,4431879,33.38,40.20,-13.25
July-2021,264.40,306.35,255.00,301.65,11020734,97926,3008234590.00,4274083,38.78,51.35,37.25
August-2021,304.00,341.25,261.20,302.90,25079187,205654,7487215633.00,7872372,31.39,80.05,-1.10
September-2021,305.65,317.90,283.05,287.80,22784884,182942,6849989005.00,12077574,53.01,34.85,-17.85
October-2021,286.00,385.75,283.00,303.70,22742984,252427,7535550291.00,9645978,42.41,102.75,17.70
November-2021,313.20,373.20,300.10,339.00,69370678,348670,23782965046.00,39292300,56.64,73.10,25.80
December-2021,340.90,361.65,315.75,341.10,17001899,159289,5829291601.00,8878793,52.22,45.90,0.20
January-2022,341.95,357.70,306.95,321.60,57481967,208259,18322988298.00,41510890,72.22,50.75,-20.35
February-2022,322.90,385.65,322.10,380.45,12131772,206550,4353318175.00,3519118,29.01,63.55,57.55
March-2022,382.50,417.80,354.00,403.45,16220014,239849,6361167638.00,3927774,24.22,63.80,20.95
April-2022,405.00,440.75,397.10,408.40,10333851,124693,4315251720.00,2119226,20.51,43.65,3.40
May-2022,408.40,412.00,279.80,321.00,22101706,276850,7212803454.00,9241182,41.81,132.20,-87.40
June-2022,320.00,327.15,216.10,222.95,19689171,284817,5028087928.00,4786202,24.31,111.05,-97.05
July-2022,221.75,261.50,206.10,254.00,24670577,297217,5857853866.00,8891109,36.04,55.40,32.25
August-2022,257.95,274.95,245.85,270.15,14662647,205841,3827893091.00,6042047,41.21,29.10,12.20
September-2022,264.75,320.90,255.30,270.05,26735640,440632,7611895847.00,8340950,31.20,65.60,5.30
October-2022,270.10,305.50,265.65,280.90,14754254,208678,4223864312.00,7235985,49.04,39.85,10.80
November-2022,281.00,324.65,281.00,304.25,19777051,248052,6093948884.00,7426962,37.55,43.65,23.25
December-2022,305.15,322.15,281.60,308.20,12116883,188607,3732284145.00,5278879,43.57,40.55,3.05
January-2023,310.00,340.75,306.30,332.60,9429209,144273,3029926598.00,3643825,38.64,34.45,22.60
