Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
March-2017,1316.00,1361.70,1257.50,1284.70,2116249,59096,2750274465.00,1366622,64.58,104.20,-31.30
April-2017,1294.55,1363.00,1253.80,1334.55,5639199,43670,7217301729.00,4860496,86.19,109.20,40.00
May-2017,1334.55,1449.00,1300.60,1416.35,1820569,59727,2471507231.00,916548,50.34,148.40,81.80
June-2017,1430.00,1459.50,1344.40,1347.65,2613101,55096,3661130594.00,1694535,64.85,115.10,-82.35
July-2017,1351.00,1423.75,1343.10,1402.00,3055896,64443,4225942670.00,1898693,62.13,80.65,51.00
August-2017,1403.00,1433.95,1333.10,1344.75,1493677,44027,2075091185.00,696373,46.62,100.85,-58.25
September-2017,1354.95,1354.95,1225.00,1253.75,1335633,53698,1715660971.00,609240,45.61,129.95,-101.20
October-2017,1256.05,1393.50,1256.00,1345.00,1320514,45994,1758323929.00,572142,43.33,137.50,88.95
November-2017,1345.00,1444.45,1321.00,1410.50,3173437,67570,4440715165.00,2118844,66.77,123.45,65.50
December-2017,1411.20,1571.15,737.00,751.05,3858411,69053,4824006574.00,2603807,67.48,834.15,-660.15
January-2018,752.00,775.50,738.50,763.45,3228096,56786,2443481512.00,1861589,57.67,37.00,11.45
February-2018,765.00,802.80,700.15,728.75,6020125,65143,4492886881.00,4330238,71.93,102.65,-36.25
March-2018,730.00,759.75,704.55,740.20,3193735,43932,2358830912.00,2028602,63.52,55.20,10.20
April-2018,743.25,878.40,738.20,872.65,3760851,49155,2959051224.00,1588927,42.25,140.20,129.40
May-2018,880.00,932.45,813.00,923.50,3516965,67008,3037925885.00,1680171,47.77,119.45,43.50
June-2018,924.00,927.75,874.55,896.80,2395620,59825,2174258436.00,805473,33.62,53.20,-27.20
July-2018,908.50,940.95,878.60,933.90,2545847,58451,2329621816.00,1134095,44.55,62.35,25.40
August-2018,936.00,992.00,910.00,965.25,2213550,52671,2104633034.00,772014,34.88,82.00,29.25
September-2018,976.60,978.00,840.00,860.70,3067631,80791,2814051893.00,1255816,40.94,138.00,-115.90
October-2018,863.70,863.70,715.15,763.35,5340715,98711,4048088653.00,2827162,52.94,148.55,-100.35
November-2018,769.00,808.00,738.15,790.20,3505500,62508,2695643689.00,1559005,44.47,69.85,21.20
December-2018,801.00,814.00,695.20,803.70,4033605,86367,3061688394.00,1478538,36.66,118.80,2.70
January-2019,805.10,813.95,662.00,680.80,6689698,118114,4808638842.00,2907409,43.46,151.95,-124.30
February-2019,689.00,715.00,615.75,646.55,5458095,96732,3573910799.00,2500846,45.82,99.25,-42.45
March-2019,651.70,703.80,642.00,671.80,6921754,73315,4624470262.00,4504673,65.08,61.80,20.10
April-2019,679.00,695.50,640.00,645.45,4402559,58743,2943730398.00,2396617,54.44,55.50,-33.55
May-2019,646.85,682.35,598.00,647.10,3399703,67043,2166605608.00,1479741,43.53,84.35,0.25
June-2019,648.50,662.75,608.00,655.90,23848587,52028,15435767847.00,22724393,95.29,54.75,7.40
July-2019,658.00,675.00,541.65,550.25,2828295,61324,1696800281.00,1184625,41.88,133.35,-107.75
August-2019,549.40,563.70,502.85,528.90,3001467,62905,1600350162.00,557431,18.57,60.85,-20.50
September-2019,519.00,601.90,503.50,547.25,3496197,69731,1910162174.00,944294,27.01,98.40,28.25
October-2019,553.00,621.00,537.00,606.10,4512058,53768,2570563690.00,1821688,40.37,84.00,53.10
November-2019,614.00,614.00,528.35,530.05,2358494,53932,1343118518.00,611398,25.92,85.65,-83.95
December-2019,527.95,539.30,502.70,531.45,2477094,55088,1297748369.00,609630,24.61,36.60,3.50
January-2020,534.40,589.85,519.10,567.35,2060533,53928,1141042170.00,601764,29.20,70.75,32.95
February-2020,570.00,589.70,453.80,456.40,2544382,58011,1345424882.00,963348,37.86,135.90,-113.60
March-2020,456.00,482.25,245.80,285.00,4486519,115322,1622464780.00,1370303,30.54,236.45,-171.00
April-2020,284.00,395.00,265.55,366.60,5145904,122497,1741083986.00,876498,17.03,129.45,82.60
May-2020,351.10,449.50,341.10,436.40,5905726,114961,2363561529.00,1405702,23.80,108.40,85.30
June-2020,440.25,527.40,440.25,510.70,5360670,122689,2633607142.00,928658,17.32,87.15,70.45
July-2020,511.05,624.90,494.50,606.50,7216226,126399,4125040237.00,2583229,35.80,130.40,95.45
August-2020,613.80,648.55,595.30,606.50,4059293,93440,2528748140.00,1099663,27.09,53.25,-7.30
September-2020,610.00,666.35,566.00,607.65,5270217,131690,3290144691.00,1585164,30.08,100.35,-2.35
October-2020,612.95,647.45,587.30,593.85,3926045,82119,2412771362.00,1782727,45.41,60.15,-19.10
November-2020,596.00,745.00,590.00,720.05,6627974,134709,4476105330.00,2758264,41.62,155.00,124.05
December-2020,736.60,764.10,660.00,720.60,4697928,101789,3418124223.00,1828520,38.92,104.10,-16.00
January-2021,726.00,843.70,723.40,749.90,5460244,131206,4300885957.00,1937122,35.48,120.30,23.90
February-2021,750.50,952.15,741.35,804.85,7959459,184020,6966633645.00,2292877,28.81,210.80,54.35
March-2021,817.00,876.45,783.25,795.10,3812049,94607,3200756866.00,1129025,29.62,93.20,-21.90
April-2021,800.05,837.50,738.95,752.85,3789725,127971,3004436608.00,1463921,38.63,98.55,-47.20
May-2021,748.00,852.50,731.10,807.90,4415900,152418,3478485521.00,1369297,31.01,121.40,59.90
June-2021,814.50,821.85,762.55,778.35,3390616,116264,2715171505.00,1615565,47.65,59.30,-36.15
July-2021,785.50,798.50,725.00,743.20,2598683,77984,1997746131.00,1379696,53.09,73.50,-42.30
August-2021,751.00,803.80,744.40,793.05,3205604,114673,2499617617.00,1183558,36.92,59.40,42.05
September-2021,793.05,820.95,729.55,802.95,4055226,107567,3110345307.00,2378577,58.65,91.40,9.90
October-2021,802.70,970.95,788.00,883.80,5532775,102708,4934859231.00,3488734,63.06,182.95,81.10
November-2021,890.45,978.90,828.90,835.75,4919844,148779,4474286867.00,2846967,57.87,150.00,-54.70
December-2021,833.00,868.75,797.05,837.30,1949785,73303,1634600642.00,724741,37.17,71.70,4.30
January-2022,843.50,909.70,823.00,885.00,2451777,84622,2132463469.00,1094125,44.63,86.70,41.50
February-2022,894.80,894.80,780.60,790.95,2112447,90908,1777144139.00,745813,35.31,114.20,-103.85
March-2022,790.95,812.95,671.00,805.80,9030144,104292,6933093816.00,6648040,73.62,141.95,14.85
April-2022,814.65,942.90,808.45,922.00,2420311,104089,2123796896.00,1222894,50.53,134.45,107.35
May-2022,916.80,1043.15,854.45,1033.90,4390709,131159,4084046881.00,2855282,65.03,188.70,117.10
June-2022,1039.80,1121.00,972.90,1095.05,2644064,121392,2765043442.00,1045041,39.52,148.10,55.25
July-2022,1090.10,1192.55,1064.75,1164.75,3411381,100122,3932015382.00,1880987,55.14,127.80,74.65
August-2022,1195.00,1314.80,1186.30,1308.75,4359541,131061,5384077904.00,2647933,60.74,128.50,113.75
September-2022,1282.90,1365.90,1212.00,1268.70,4257429,152024,5471268257.00,2321948,54.54,153.90,-14.20
October-2022,1266.00,1358.90,1196.30,1346.75,3969327,81563,4966426797.00,3187233,80.30,162.60,80.75
November-2022,1358.50,1366.30,1201.65,1307.20,3672814,90359,4811817318.00,2688868,73.21,164.65,-51.30
December-2022,1315.00,1317.50,1206.05,1249.30,1602493,82122,2012355704.00,963253,60.11,111.45,-65.70
January-2023,1250.00,1384.95,1231.00,1378.60,1193713,79632,1564129390.00,605990,50.77,153.95,128.60
February-2023,1383.00,1396.00,1248.65,1269.80,1179006,68798,1590935943.00,590291,50.07,147.35,-113.20
March-2023,1279.85,1305.50,1124.00,1158.55,1543617,94169,1845353831.00,816013,52.86,181.50,-121.30
April-2023,1162.00,1228.50,1148.30,1226.60,895683,67537,1073880538.00,481427,53.75,80.20,64.60
May-2023,1226.65,1350.00,1208.90,1318.40,1944259,89387,2468835459.00,1305667,67.15,141.10,91.75
June-2023,1319.00,1461.00,1313.40,1453.75,1570675,84934,2188358354.00,887779,56.52,147.60,134.75
July-2023,1465.05,1594.85,1438.00,1475.95,2432986,113689,3693465595.00,1390803,57.16,156.85,10.90
August-2023,1476.30,1589.75,1418.55,1576.10,1852882,122660,2821218283.00,874734,47.21,171.20,99.80
September-2023,1578.95,1670.00,1513.00,1553.65,1573552,103571,2498131803.00,530050,33.68,157.00,-25.30
October-2023,1585.60,1596.00,1455.60,1458.70,2086118,59321,3209040654.00,1647377,78.97,140.40,-126.90
November-2023,1466.15,1660.00,1450.55,1647.60,2328674,126419,3581501487.00,1226188,52.66,209.45,181.45
December-2023,1657.95,1758.00,1620.50,1726.15,1555011,98341,2609729032.00,574871,36.97,137.50,68.20
January-2024,1726.20,1728.00,1575.25,1653.85,2719647,169314,4438462456.00,1626238,59.80,152.75,-72.35
February-2024,1657.00,1957.90,1623.20,1933.80,2750401,178498,4856623330.00,1300279,47.28,334.70,276.80
March-2024,1949.95,1982.00,1790.00,1921.35,3760053,110596,7096342760.00,2602689,69.22,192.00,-28.60
April-2024,1930.20,2169.25,1891.30,2156.30,2184031,127728,4461833117.00,1329479,60.87,277.95,226.10
May-2024,2167.35,2616.80,2159.10,2506.45,2465791,161535,5882316392.00,1022135,41.45,457.70,339.10
June-2024,2580.00,3013.95,2449.00,2868.20,2633477,185041,7401889923.00,1132917,43.02,564.95,288.20
July-2024,2859.95,2979.90,2690.00,2907.20,2961221,228366,8262670648.00,1266587,42.77,289.90,47.25
August-2024,2937.65,2937.65,2624.20,2806.10,2080881,153985,5753529266.00,875057,42.05,313.45,-131.55
September-2024,2850.00,3221.10,2637.80,3182.05,2297680,152969,6597163141.00,863157,37.57,583.30,332.05
