Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
June-2020,70.00,94.20,67.80,88.65,25631270,117730,2030590943.00,8068504,31.48,26.40,18.65
July-2020,88.90,105.40,87.30,95.85,22490201,119480,2202966383.00,6353373,28.25,18.10,6.95
August-2020,95.40,118.45,95.00,106.25,26280465,146259,2880141362.00,9567863,36.41,23.45,10.85
September-2020,107.00,110.25,89.65,95.75,7892610,58980,801553043.00,2391111,30.30,20.60,-11.25
October-2020,96.70,97.60,86.35,87.05,5973875,42176,550088633.00,1991408,33.34,11.25,-9.65
November-2020,87.20,113.75,87.20,111.15,15551292,97616,1592270506.00,6792133,43.68,26.55,23.95
December-2020,111.15,123.20,106.40,120.00,23666240,149959,2758284234.00,7744153,32.72,16.80,8.85
January-2021,120.20,141.00,120.20,130.30,29447018,171961,3903842338.00,6369865,21.63,20.80,10.10
February-2021,130.25,143.95,125.65,137.20,21546853,120620,2968434545.00,4455834,20.68,18.30,6.95
March-2021,138.60,154.95,115.90,125.10,20610172,141036,2803754039.00,4745608,23.03,39.05,-13.50
April-2021,126.15,136.40,120.55,131.80,9881905,62283,1270394940.00,2038992,20.63,15.85,5.65
May-2021,130.00,160.00,128.95,145.35,20422381,155931,3008236438.00,6052089,29.63,31.05,15.35
June-2021,153.50,178.90,140.50,178.00,19673801,151570,3154783095.00,4819218,24.50,38.40,24.50
July-2021,178.00,191.60,177.15,184.70,14288351,90389,2613132584.00,3070791,21.49,14.45,6.70
August-2021,184.75,187.40,162.40,186.70,10364821,86868,1821042387.00,3661080,35.32,25.00,1.95
September-2021,187.25,212.50,186.55,202.65,9252898,87208,1866481821.00,4058987,43.87,25.95,15.40
October-2021,201.00,221.50,183.45,206.90,9600135,92728,1973165353.00,4094616,42.65,38.05,5.90
November-2021,208.00,227.95,188.85,203.45,7354078,97233,1555038999.00,2735156,37.19,39.10,-4.55
December-2021,205.00,214.60,191.95,209.90,20448996,72886,4265931054.00,16759924,81.96,22.65,4.90
January-2022,209.90,222.80,193.90,209.70,9969740,97867,2076695407.00,2891008,29.00,28.90,-0.20
February-2022,211.00,212.25,186.90,210.30,6284390,97253,1265431134.00,1961952,31.22,25.35,-0.70
March-2022,209.00,226.40,203.30,210.85,6834503,107708,1455253144.00,1899650,27.79,23.10,1.85
April-2022,211.00,259.50,210.35,238.00,11660538,141047,2796963560.00,4586727,39.34,49.15,27.00
May-2022,237.00,240.20,215.80,234.60,8229930,88372,1906400169.00,4070614,49.46,24.40,-2.40
June-2022,236.45,250.40,223.65,234.10,4072390,73314,975542464.00,1612003,39.58,26.75,-2.35
July-2022,234.95,276.95,224.25,275.05,7570343,107880,1906342873.00,4136822,54.65,52.70,40.10
August-2022,275.85,312.05,267.25,306.50,7921366,104176,2273197012.00,3974328,50.17,44.80,30.65
September-2022,306.45,341.25,96.30,101.00,18242168,195498,2960256158.00,10026751,54.96,244.95,-205.45
October-2022,101.15,109.20,98.00,106.80,25735337,130175,2674920528.00,18390046,71.46,11.20,5.65
November-2022,106.90,112.20,104.15,105.10,16554251,154317,1791992422.00,6527564,39.43,8.05,-1.80
December-2022,105.95,108.45,94.75,99.95,15136249,138484,1535530390.00,7463197,49.31,13.70,-6.00
January-2023,100.65,104.00,87.00,94.95,14915004,163208,1438287048.00,7055203,47.30,17.00,-5.70
February-2023,96.50,98.65,88.30,94.65,14806507,121015,1405825653.00,5982130,40.40,10.35,-1.85
March-2023,95.39,98.35,89.68,97.55,13480481,108675,1272137239.00,5704420,42.32,8.67,2.16
April-2023,99.15,103.75,95.30,103.30,11442131,78051,1147046349.00,5730764,50.08,8.45,4.15
May-2023,104.00,112.65,103.50,112.10,13482550,105734,1460485009.00,6875708,51.00,9.15,8.10
June-2023,112.10,127.40,111.90,125.85,21048454,184718,2545850427.00,10343717,49.14,15.50,13.75
July-2023,126.10,131.75,121.10,130.65,21035147,178505,2664586291.00,9901930,47.07,10.65,4.55
August-2023,130.80,138.20,123.55,133.20,16821363,170914,2211095826.00,7594345,45.15,14.65,2.40
September-2023,133.25,147.20,133.25,138.25,27230621,212908,3762504812.00,14947533,54.89,13.95,5.00
October-2023,138.25,141.35,127.00,133.30,9485229,94903,1274542545.00,4809157,50.70,14.35,-4.95
November-2023,134.15,146.75,132.15,145.85,11377563,140482,1603384087.00,6254132,54.97,14.60,11.70
December-2023,148.00,185.20,146.80,184.10,30885713,252601,5177349787.00,11411914,36.95,38.40,36.10
January-2024,185.00,196.25,179.75,185.85,25911177,285949,4843657800.00,12170765,46.97,16.50,0.85
February-2024,187.90,209.00,171.70,205.10,28814356,323635,5577348369.00,13738449,47.68,37.30,17.20
March-2024,206.00,216.70,179.20,201.45,27458311,291465,5498668878.00,13163555,47.94,37.50,-4.55
April-2024,205.45,241.50,204.00,233.70,34480570,306457,7857896008.00,15060817,43.68,37.50,28.25
May-2024,234.95,303.35,221.00,296.10,59141631,599166,15692780639.00,21236605,35.91,82.35,61.15
June-2024,321.05,323.00,230.00,306.20,105743430,1300877,30129254361.00,40544719,38.34,93.00,-14.85
July-2024,312.30,340.35,281.35,316.00,59429535,766504,18780067979.00,24274934,40.85,59.00,3.70
August-2024,317.60,317.60,275.55,299.40,30181346,435356,9035649667.00,10809624,35.82,42.05,-18.20
September-2024,301.45,301.85,267.20,293.35,28921656,382564,8336456789.00,11691450,40.42,34.65,-8.10
