Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
March-2017,511.50,525.70,483.05,490.80,35411819,169450,17771191046.00,28636905,80.87,42.65,-20.70
April-2017,495.00,525.00,481.00,509.60,10586435,117274,5361655388.00,3827225,36.15,44.00,14.60
May-2017,509.50,534.35,490.10,514.20,11786508,117187,6019223191.00,3643358,30.91,44.25,4.70
June-2017,514.00,525.00,484.75,516.10,6428613,62586,3276995446.00,2652086,41.25,40.25,2.10
July-2017,517.00,547.00,501.45,518.85,8718985,103879,4550516841.00,3244646,37.21,45.55,1.85
August-2017,518.00,523.40,480.25,500.65,20951059,75188,10472474753.00,16381335,78.19,43.15,-17.35
September-2017,501.00,525.65,488.30,508.80,4779223,68584,2427021891.00,1444081,30.22,37.35,7.80
October-2017,509.00,534.40,447.80,523.05,15948117,182671,7804453262.00,6468174,40.56,86.60,14.05
November-2017,525.00,565.40,523.05,536.00,13443794,122071,7330320810.00,4604932,34.25,42.35,11.00
December-2017,537.50,566.00,528.00,562.40,7504786,41537,4111613354.00,3553909,47.36,38.00,24.90
January-2018,562.40,627.50,552.85,593.40,8667069,88950,5109513568.00,3170300,36.58,74.65,31.00
February-2018,592.00,609.00,521.00,529.60,9308139,74409,5194975719.00,4005170,43.03,88.00,-62.40
March-2018,525.45,539.00,495.35,509.40,6620860,55024,3433744854.00,2259494,34.13,43.65,-16.05
April-2018,509.40,555.55,477.50,518.05,12812487,133100,6690108818.00,1242911,9.70,78.05,8.65
May-2018,520.00,562.85,515.60,543.30,7645779,73916,4119177803.00,2298761,30.07,47.25,23.30
June-2018,545.00,551.85,499.05,510.40,10556343,67018,5606756172.00,5902826,55.92,52.80,-34.60
July-2018,511.00,584.95,503.50,550.10,6942928,78229,3732555925.00,1681525,24.22,81.45,39.10
August-2018,552.45,671.00,538.65,649.20,12890527,146811,7937978364.00,2740065,21.26,132.35,96.75
September-2018,650.50,676.90,548.30,612.35,13244694,167331,8337347058.00,2560518,19.33,128.60,-38.15
October-2018,613.80,617.00,534.15,581.90,22417289,173017,12711099981.00,11383052,50.78,82.85,-31.90
November-2018,580.30,638.20,580.30,625.75,17457853,164547,10770609945.00,6388527,36.59,57.90,45.45
December-2018,630.60,649.85,580.00,619.80,15801976,104565,9772896659.00,4485651,28.39,69.85,-10.80
January-2019,621.20,726.00,604.65,722.95,16016120,166116,10561823997.00,3936908,24.58,121.35,101.75
February-2019,721.00,734.35,681.20,709.35,11875458,137348,8467584599.00,4341725,36.56,53.15,-11.65
March-2019,713.95,788.55,700.00,776.10,13917541,140696,10384171741.00,6261226,44.99,88.55,62.15
April-2019,779.95,783.55,737.60,766.90,7332259,88612,5566628777.00,2551088,34.79,45.95,-13.05
May-2019,766.90,821.40,716.40,808.50,9641183,102144,7392164912.00,4021960,41.72,105.00,41.60
June-2019,810.10,826.55,757.00,807.65,6396301,93050,5083263137.00,2422151,37.87,69.55,-2.45
July-2019,810.00,819.05,657.65,674.40,7234390,120299,5371247796.00,2512366,34.73,161.40,-135.60
August-2019,674.30,696.70,640.50,663.75,6743558,113639,4494514850.00,2186469,32.42,56.20,-10.55
September-2019,661.90,736.00,622.60,684.65,8144902,152867,5535776328.00,1578432,19.38,113.40,22.75
October-2019,686.25,750.05,647.25,736.00,7966319,154489,5525201522.00,2008051,25.21,102.80,49.75
November-2019,738.90,763.95,706.95,739.50,8079592,102416,5985714194.00,2296164,28.42,57.00,0.60
December-2019,740.00,765.90,709.30,754.00,5501451,113629,4079164617.00,1699490,30.89,56.60,14.00
January-2020,755.00,760.00,707.00,729.35,4676966,114097,3431636455.00,1073044,22.94,53.00,-25.65
February-2020,732.40,760.60,691.30,696.75,3393428,78598,2478022506.00,830684,24.48,69.30,-35.65
March-2020,705.70,712.95,285.00,379.30,21427933,445177,8973206702.00,6694740,31.24,427.95,-326.40
April-2020,380.00,486.60,324.00,444.60,25687269,449272,10772813938.00,4273222,16.64,162.60,64.60
May-2020,424.70,424.70,333.05,383.20,31539017,474190,12007335212.00,5282614,16.75,91.65,-41.50
June-2020,395.00,449.80,360.40,406.50,32815049,544954,13458349544.00,6781055,20.66,89.40,11.50
July-2020,408.00,484.45,406.70,431.60,31488441,453501,13855276570.00,6268553,19.91,77.75,23.60
August-2020,434.00,533.80,416.05,496.95,25236882,246701,11306141226.00,12673156,50.22,117.75,62.95
September-2020,495.80,503.45,400.00,424.50,14102269,234535,6239877588.00,3260265,23.12,103.45,-71.30
October-2020,425.00,517.50,425.00,492.40,15422118,253275,7415733340.00,4541317,29.45,92.50,67.40
November-2020,497.80,640.00,495.10,602.10,15144265,282916,8888730585.00,3989552,26.34,144.90,104.30
December-2020,609.00,636.40,568.45,620.35,11024913,187500,6724190148.00,3297996,29.91,67.95,11.35
January-2021,621.90,695.00,617.00,663.50,12869900,213637,8474218676.00,4504290,35.00,78.00,41.60
February-2021,663.50,800.00,654.50,724.70,23264880,295123,17166108968.00,12767831,54.88,145.50,61.20
March-2021,739.90,776.10,680.00,697.50,12839711,229584,9362818746.00,4342018,33.82,96.10,-42.40
April-2021,706.00,729.85,626.40,714.50,13387488,258588,9153988621.00,4442153,33.18,103.45,8.50
May-2021,706.95,759.75,681.50,750.25,8349979,194726,5997817166.00,2642743,31.65,78.25,43.30
June-2021,752.30,769.60,720.15,748.30,8838855,146259,6581378182.00,5921383,66.99,49.45,-4.00
July-2021,749.80,778.10,707.15,709.00,6157004,123875,4634605874.00,3327152,54.04,70.95,-40.80
August-2021,714.20,789.50,712.55,786.40,14845794,148349,11194071828.00,12178858,82.04,76.95,72.20
September-2021,796.00,820.50,765.00,766.80,12987269,128619,10298089883.00,10400055,80.08,55.50,-29.20
October-2021,764.90,866.60,714.40,742.05,10186325,186069,8130821285.00,6485770,63.67,152.20,-22.85
November-2021,750.00,762.75,645.00,657.05,16543221,215530,11728131373.00,12271883,74.18,117.75,-92.95
December-2021,663.00,721.85,656.15,678.55,6960842,216830,4755981980.00,2898434,41.64,65.70,15.55
January-2022,680.00,784.80,679.00,773.10,7591073,222365,5573220980.00,2990845,39.40,105.80,93.10
February-2022,777.00,815.90,725.15,742.60,5376623,204611,4219243013.00,2215234,41.20,90.75,-34.40
March-2022,734.00,765.80,637.00,760.65,8111789,286164,5741515420.00,2604382,32.11,128.80,26.65
April-2022,761.00,816.00,725.00,728.70,5793899,177878,4507630114.00,2261531,39.03,91.00,-32.30
May-2022,724.70,738.00,630.80,685.40,6661419,159119,4619295175.00,3870459,58.10,107.20,-39.30
June-2022,683.00,697.50,618.10,636.70,3206529,117720,2091831924.00,858784,26.78,79.40,-46.30
July-2022,634.00,738.75,631.80,724.80,7264602,124176,4939498654.00,5004766,68.89,106.95,90.80
August-2022,725.00,776.00,712.30,751.15,8236737,128597,6097864876.00,6317113,76.69,63.70,26.15
September-2022,730.00,816.00,706.00,733.50,26775137,193066,19703253521.00,21946945,81.97,110.00,3.50
October-2022,730.15,919.95,720.80,905.85,8990248,189368,7367420593.00,5271373,58.63,199.15,175.70
November-2022,903.00,905.00,841.00,901.50,47394831,163997,42116953604.00,40889787,86.27,64.00,-1.50
December-2022,905.00,958.90,891.50,933.85,3542191,173760,3289190005.00,1748643,49.37,67.40,28.85
January-2023,930.05,970.45,846.35,871.65,3281051,156338,3029270468.00,1326686,40.43,124.10,-58.40
February-2023,876.00,898.85,830.00,843.80,2423794,123777,2094156971.00,1046240,43.17,68.85,-32.20
March-2023,846.00,874.20,814.25,858.45,2795739,115123,2364469122.00,1128360,40.36,59.95,12.45
April-2023,863.05,895.55,844.05,860.00,3010263,100352,2611279140.00,1341173,44.55,51.50,-3.05
May-2023,868.00,939.25,854.10,914.70,3369338,121513,3016323686.00,1694887,50.30,85.15,46.70
June-2023,920.05,989.90,916.25,987.80,3118205,113132,3027409332.00,1580040,50.67,73.65,67.75
July-2023,988.05,989.20,942.10,954.00,4915100,140510,4741074669.00,1849642,37.63,47.10,-34.05
August-2023,954.35,997.85,921.00,974.00,5058132,155370,4866533923.00,1436349,28.40,76.85,19.65
September-2023,974.00,1047.45,962.10,1036.75,3288996,128667,3291959243.00,1315134,39.99,85.35,62.75
October-2023,1035.95,1044.40,951.55,981.90,5760089,122519,5764624077.00,3258361,56.57,92.85,-54.05
November-2023,979.85,1080.85,968.00,1074.65,3846687,117861,3901500103.00,1178052,30.63,112.85,94.80
December-2023,1071.40,1151.50,1070.30,1102.95,6878900,218589,7647448797.00,1661073,24.15,81.20,31.55
January-2024,1092.05,1145.15,1020.85,1067.45,6589796,228694,7230255123.00,1729892,26.25,124.30,-24.60
February-2024,1070.00,1110.85,1032.00,1075.70,9953147,172323,10633087502.00,6227828,62.57,78.85,5.70
March-2024,1074.05,1134.95,1027.80,1048.30,9168841,137947,9669677244.00,6230600,67.95,107.15,-25.75
April-2024,1048.00,1182.80,995.95,1166.15,39856377,198192,42762519146.00,35557726,89.21,186.85,118.15
May-2024,1157.20,1196.00,1101.30,1161.75,4716148,172696,5432479387.00,1470047,31.17,94.70,4.55
June-2024,1185.10,1308.55,1101.65,1265.70,8254473,272244,9999228462.00,1870711,22.66,206.90,80.60
July-2024,1274.70,1339.55,1154.10,1166.20,8864876,274765,11005780477.00,2597653,29.30,185.45,-108.50
August-2024,1167.45,1184.45,1123.15,1175.50,4965811,179658,5751421041.00,1001776,20.17,61.30,8.05
September-2024,1177.60,1281.75,1145.00,1272.15,4586209,189860,5577536497.00,1210643,26.40,136.75,94.55
