Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
September-2014,166.80,178.00,155.35,160.85,3236854,77411,544419991.00,957208,29.57,22.65,-5.95
October-2014,161.65,173.30,153.05,171.80,1890927,59100,309812403.00,778099,41.15,20.25,10.15
November-2014,171.80,173.95,160.50,163.40,1799945,45018,297227658.00,878914,48.83,13.45,-8.40
December-2014,162.00,178.90,153.25,170.35,4262794,80660,719516163.00,2636602,61.85,25.65,8.35
January-2015,171.00,177.90,152.50,174.80,3059813,86560,502463308.00,1480639,48.39,25.40,3.80
February-2015,177.00,190.40,167.30,176.15,3275847,67668,583412083.00,1531162,46.74,23.10,-0.85
March-2015,180.00,182.40,157.00,161.85,1480688,45641,250674383.00,507684,34.29,25.40,-18.15
April-2015,161.15,174.70,160.20,169.30,2065437,67386,348988896.00,961980,46.58,14.50,8.15
May-2015,170.30,183.60,166.80,169.10,1611372,38023,281951686.00,637811,39.58,16.80,-1.20
June-2015,169.50,174.90,162.75,167.00,1160938,22511,194656772.00,388383,33.45,12.15,-2.50
July-2015,165.20,170.05,153.35,157.00,1543983,31259,251011069.00,575108,37.25,16.70,-8.20
August-2015,157.85,162.50,117.20,126.95,2000416,27504,286723647.00,882787,44.13,45.30,-30.90
September-2015,127.15,144.00,124.40,139.65,1621187,25414,218417228.00,692639,42.72,19.60,12.50
October-2015,139.65,163.55,136.30,156.95,1667087,25421,256272464.00,463425,27.80,27.25,17.30
November-2015,158.00,160.00,139.40,143.70,1235784,25317,181255494.00,352116,28.49,20.60,-14.30
December-2015,143.45,151.40,138.55,146.60,1342584,23747,195988354.00,404389,30.12,12.85,3.15
January-2016,147.00,172.50,135.80,160.65,2050282,35854,311265477.00,522672,25.49,36.70,13.65
February-2016,160.10,171.70,153.00,160.20,3295355,31171,538598136.00,2085979,63.30,18.70,0.10
March-2016,161.20,199.80,160.90,183.50,4184153,73518,751856397.00,1789238,42.76,38.90,22.30
April-2016,185.00,189.65,158.20,171.85,4885173,63311,854667373.00,2000358,40.95,31.45,-13.15
May-2016,171.00,176.45,161.00,170.85,1167067,22428,196673039.00,353791,30.31,15.45,-0.15
June-2016,170.90,181.20,165.90,179.80,2278319,29507,391280370.00,570681,25.05,15.30,8.90
July-2016,180.50,210.80,176.00,203.80,5869933,48771,1147566274.00,3189573,54.34,34.80,23.30
August-2016,203.80,232.50,203.80,226.75,4186969,53707,926328396.00,1472032,35.16,28.70,22.95
September-2016,227.80,235.80,210.30,233.25,1896667,26733,426474246.00,553559,29.19,25.50,5.45
October-2016,234.85,262.80,231.00,252.55,6308172,48363,1589829066.00,3687106,58.45,31.80,17.70
November-2016,254.00,286.95,233.00,282.25,5834578,78687,1544410156.00,1674765,28.70,53.95,28.25
December-2016,280.90,289.85,247.10,255.45,2360322,37241,637084200.00,604933,25.63,42.75,-25.45
January-2017,257.00,307.80,250.10,298.45,3617283,60616,1016184915.00,771128,21.32,57.70,41.45
February-2017,300.70,333.40,291.10,308.05,3517848,65073,1097837464.00,1142035,32.46,42.30,7.35
March-2017,308.05,328.00,275.00,288.85,9663035,135262,2977028432.00,4981499,51.55,53.00,-19.20
April-2017,290.20,294.20,266.10,268.85,4359664,56117,1217205537.00,1484829,34.06,28.10,-21.35
May-2017,270.00,271.70,226.75,240.10,6727227,51774,1682469499.00,3726552,55.40,44.95,-29.90
June-2017,240.85,265.90,230.75,262.85,3806198,39067,937256763.00,1309415,34.40,35.15,22.00
July-2017,264.55,286.70,263.10,281.90,3782205,42745,1043780404.00,1466365,38.77,23.60,17.35
August-2017,284.00,300.35,268.00,295.10,2685448,32886,774991707.00,779950,29.04,32.35,11.10
September-2017,300.00,313.60,286.00,295.80,2654635,32628,809516184.00,904302,34.07,27.60,-4.20
October-2017,301.00,330.60,300.00,315.45,2251689,32490,718017222.00,729717,32.41,30.60,14.45
November-2017,316.05,328.00,293.40,299.65,2146721,29291,676064088.00,790495,36.82,34.60,-16.40
December-2017,304.00,314.00,281.40,309.00,1382561,34298,411423102.00,451961,32.69,32.60,5.00
January-2018,313.50,329.40,289.05,310.05,2931320,52235,909159050.00,831943,28.38,40.35,-3.45
February-2018,309.70,339.55,275.10,325.95,5333468,56107,1621784996.00,3017025,56.57,64.45,16.25
March-2018,326.00,330.20,296.45,300.95,3744880,48961,1169011612.00,1850777,49.42,33.75,-25.05
April-2018,303.00,336.35,301.30,327.10,4787496,33087,1513582211.00,3209752,67.04,35.05,24.10
May-2018,321.15,321.15,281.55,296.15,2521470,31058,745800497.00,1153683,45.75,39.60,-25.00
June-2018,294.05,308.00,270.00,275.75,2403152,22353,709557573.00,1312507,54.62,38.00,-18.30
July-2018,277.35,283.80,261.15,280.20,6793749,34546,1843185961.00,5081018,74.79,22.65,2.85
August-2018,280.00,306.00,272.65,299.15,2544905,20197,724592524.00,1332877,52.37,33.35,19.15
September-2018,300.00,308.90,272.85,290.40,1925948,24928,572442346.00,642465,33.36,36.05,-9.60
October-2018,290.40,299.00,262.40,264.20,2087397,33516,583106366.00,514290,24.64,36.60,-26.20
November-2018,264.95,273.20,259.50,266.30,9144492,14210,2427522844.00,8273937,90.48,13.70,1.35
December-2018,268.80,283.00,264.80,277.80,850072,12489,232637485.00,272239,32.03,18.20,9.00
January-2019,281.00,281.00,244.00,260.55,749137,13020,198879153.00,208796,27.87,37.00,-20.45
February-2019,259.50,271.50,243.00,269.10,933531,15304,236702095.00,192022,20.57,28.50,9.60
March-2019,269.05,281.45,262.05,276.40,731626,12112,199996219.00,233188,31.87,19.40,7.35
April-2019,278.70,291.80,268.50,276.80,735176,13572,207588442.00,197971,26.93,23.30,-1.90
May-2019,277.80,277.80,245.00,245.85,655286,11811,168839512.00,203014,30.98,32.80,-31.95
June-2019,245.10,251.80,225.70,244.00,607113,11255,145034805.00,200555,33.03,26.10,-1.10
July-2019,244.85,248.45,211.40,216.80,745532,14954,169062385.00,256141,34.36,37.05,-28.05
August-2019,216.75,222.15,193.00,216.60,1302564,14826,271288180.00,663723,50.96,29.15,-0.15
September-2019,216.00,224.10,197.30,213.50,1490417,24576,316870427.00,421256,28.26,26.80,-2.50
October-2019,214.00,225.00,199.00,212.50,1199369,25528,255431652.00,448249,37.37,26.00,-1.50
November-2019,212.60,220.85,205.55,215.30,946217,29457,200488906.00,421509,44.55,15.30,2.70
December-2019,216.00,217.80,204.25,209.70,447504,18805,94022945.00,209283,46.77,13.55,-6.30
January-2020,210.10,224.60,193.35,194.10,969137,46303,204993748.00,492411,50.81,31.25,-16.00
February-2020,195.05,198.40,170.00,172.25,697937,25062,130281909.00,327757,46.96,28.40,-22.80
March-2020,173.75,177.00,122.00,155.15,1416127,53628,206251232.00,487986,34.46,55.00,-18.60
April-2020,159.95,181.45,151.70,174.45,961251,28676,162908425.00,239541,24.92,29.75,14.50
May-2020,171.00,200.60,164.00,171.30,2657274,55585,471080373.00,732322,27.56,36.60,0.30
June-2020,173.40,204.75,166.95,195.95,2752625,50964,513724776.00,1076323,39.10,37.80,22.55
July-2020,195.05,216.00,182.50,210.35,3467170,69024,693922930.00,1050218,30.29,33.50,15.30
August-2020,211.00,258.80,203.20,226.65,4027720,87030,944063303.00,1578279,39.19,55.60,15.65
September-2020,223.00,238.95,200.10,209.90,1378178,42147,303081746.00,586576,42.56,38.85,-13.10
October-2020,212.50,243.45,197.55,203.25,2452470,79385,541815856.00,1191395,48.58,45.90,-9.25
November-2020,205.00,235.55,200.40,229.80,1592401,62998,356106616.00,896124,56.28,35.15,24.80
December-2020,230.50,249.25,224.70,238.90,1846194,68168,442281188.00,1044888,56.60,24.55,8.40
January-2021,238.90,328.00,230.80,274.35,4424785,135295,1259428587.00,1783945,40.32,97.20,35.45
February-2021,288.10,312.00,281.85,297.25,2249675,55175,673115270.00,1008420,44.83,30.15,9.15
March-2021,298.00,334.25,257.00,272.80,2312341,71983,683701082.00,872960,37.75,77.25,-25.20
April-2021,278.00,323.45,274.30,305.30,3181408,83792,969793243.00,975206,30.65,49.15,27.30
May-2021,305.30,362.40,287.00,327.00,6801024,170744,2243976446.00,1804445,26.53,75.40,21.70
June-2021,329.10,351.50,322.25,339.45,2752317,87618,919927183.00,1257563,45.69,29.25,10.35
July-2021,340.50,350.80,313.60,320.60,1636445,65862,545670010.00,707395,43.23,37.20,-19.90
August-2021,322.00,332.60,294.00,321.90,1615944,63404,513864313.00,671109,41.53,38.60,-0.10
September-2021,323.85,338.65,310.50,311.45,1246302,40721,405392084.00,651026,52.24,28.15,-12.40
October-2021,313.50,407.90,305.60,311.45,3575541,134658,1243542275.00,1603527,44.85,102.30,-2.05
November-2021,312.30,344.90,312.30,333.00,1827131,58335,597382575.00,722098,39.52,32.60,20.70
December-2021,334.40,370.00,306.00,316.80,2109057,69603,720539760.00,902697,42.80,64.00,-17.60
January-2022,318.00,335.80,308.40,315.50,1219780,51451,395249519.00,498788,40.89,27.40,-2.50
February-2022,318.20,338.00,295.60,311.80,922958,42701,295120458.00,398446,43.17,42.40,-6.40
March-2022,313.05,372.15,305.05,309.70,2706149,78839,886742343.00,794690,29.37,67.10,-3.35
April-2022,312.95,356.70,310.35,322.00,1428317,51447,481968095.00,593455,41.55,46.35,9.05
May-2022,318.50,326.05,279.00,301.10,1367124,65791,411669032.00,500033,36.58,47.05,-17.40
June-2022,304.50,311.50,245.25,249.40,900820,48999,245497764.00,409286,45.43,66.25,-55.10
July-2022,249.40,299.50,242.40,269.80,2518152,87012,700872356.00,1166677,46.33,57.10,20.40
August-2022,273.25,301.50,266.85,285.40,1956720,55205,552233495.00,887000,45.33,34.65,12.15
September-2022,284.50,295.00,262.95,267.20,1177869,43191,335240584.00,427781,36.32,32.05,-17.30
October-2022,268.95,292.00,264.50,283.50,570322,25247,159994974.00,260940,45.75,27.50,14.55
November-2022,282.20,326.80,282.20,307.15,1593271,46846,493625855.00,788262,49.47,44.60,24.95
December-2022,307.45,333.00,304.25,322.40,1017632,37975,323879549.00,634408,62.34,28.75,14.95
January-2023,322.45,383.00,316.10,332.75,2010142,62690,702461343.00,890672,44.31,66.90,10.30
February-2023,333.55,349.45,296.10,304.00,679058,36099,221504080.00,309769,45.62,53.35,-29.55
March-2023,302.35,331.90,292.30,293.40,3269086,89704,1027228254.00,1598676,48.90,39.60,-8.95
April-2023,293.15,328.45,293.15,314.50,1032332,32002,322756207.00,616251,59.70,35.30,21.35
May-2023,315.05,317.95,304.30,306.20,989247,43227,307144913.00,566621,57.28,13.65,-8.85
June-2023,305.60,312.80,298.60,307.20,1524904,54331,465852420.00,938849,61.57,14.20,1.60
July-2023,308.00,344.00,307.95,321.65,2203419,59814,721056657.00,1030108,46.75,36.05,13.65
August-2023,323.00,324.70,312.10,318.30,1012869,38911,322067324.00,591217,58.37,12.60,-4.70
September-2023,318.00,326.00,294.00,308.80,1271325,55530,400884699.00,633754,49.85,32.00,-9.20
October-2023,309.95,324.50,290.55,295.40,1278388,50582,395318976.00,670049,52.41,33.95,-14.55
November-2023,295.55,309.95,291.30,299.70,648326,32813,194557194.00,406197,62.65,18.65,4.15
December-2023,300.50,331.80,297.95,318.00,2388781,70840,759908962.00,1299168,54.39,33.85,17.50
January-2024,319.95,325.10,304.50,317.20,1555220,52413,492541876.00,838321,53.90,20.60,-2.75
February-2024,319.10,321.10,305.25,306.40,1087489,38972,340530167.00,611514,56.23,15.85,-12.70
March-2024,308.30,314.95,285.00,292.25,1083230,40353,324246681.00,575599,53.14,29.95,-16.05
April-2024,295.15,442.40,295.15,426.85,8891369,208521,3480180205.00,3496716,39.33,147.25,131.70
May-2024,428.30,807.00,416.50,687.00,12063449,325522,7201372642.00,2907495,24.10,390.50,258.70
June-2024,726.10,735.35,595.80,668.90,1862419,93249,1248372158.00,888249,47.69,139.55,-57.20
July-2024,668.85,717.10,600.00,646.45,1306466,88939,852541244.00,715845,54.79,117.10,-22.40
August-2024,652.05,664.35,488.65,500.00,10019096,278841,5218774289.00,5609386,55.99,175.70,-152.05
September-2024,502.00,525.40,475.55,522.70,2675295,80324,1328930108.00,1493221,55.82,49.85,20.70
