Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
July-2021,1504.85,1647.00,1475.85,1601.40,2693026,132121,4243744938.00,1569462,58.28,171.15,96.55
August-2021,1614.85,1684.80,1563.30,1671.40,2472912,114927,4018600357.00,1356735,54.86,121.50,56.55
September-2021,1678.00,1810.00,1657.20,1703.15,3059299,111792,5232424890.00,2164488,70.75,152.80,25.15
October-2021,1701.00,1884.90,1684.40,1766.80,2932156,115737,5239589036.00,1957451,66.76,200.50,65.80
November-2021,1779.45,1982.95,1735.25,1763.90,2433379,141081,4618582947.00,1463101,60.13,247.70,-15.55
December-2021,1765.40,1908.75,1763.00,1895.00,2310003,114317,4266543831.00,1563404,67.68,145.75,129.60
January-2022,1893.00,2078.20,1850.80,1908.85,1754795,125520,3429406275.00,1031027,58.75,227.40,15.85
February-2022,1929.40,2006.80,1750.55,1816.90,1664207,162707,3098771684.00,632956,38.03,256.25,-112.50
March-2022,1807.00,1826.35,1595.00,1767.45,1781666,159310,3046220134.00,768515,43.13,231.35,-39.55
April-2022,1765.00,1860.00,1652.20,1695.80,1154870,96011,2019934087.00,522330,45.23,207.80,-69.20
May-2022,1673.00,1685.70,1502.30,1653.55,2208112,144232,3585860112.00,1425024,64.54,183.40,-19.45
June-2022,1658.00,1673.80,1456.80,1557.05,2651445,138355,4076014232.00,1773709,66.90,217.00,-100.95
July-2022,1566.90,1832.00,1535.00,1807.65,2732393,112940,4621777774.00,1962345,71.82,297.00,240.75
August-2022,1807.70,1943.00,1773.45,1921.75,2443518,100718,4491269684.00,1826392,74.74,169.55,114.05
September-2022,1905.05,1995.00,1798.00,1848.70,2507135,114263,4808574356.00,1852290,73.88,197.00,-56.35
October-2022,1848.70,2033.80,1814.00,2023.95,2952228,90738,5658544053.00,2539175,86.01,219.80,175.25
November-2022,2030.00,2095.00,1970.15,2077.30,2271216,93360,4588184919.00,1769996,77.93,124.85,47.30
December-2022,2081.20,2210.50,2050.25,2086.30,1338802,106773,2863227993.00,650743,48.61,160.25,5.10
January-2023,2088.00,2297.30,2058.10,2125.10,1291440,115951,2800901991.00,672255,52.05,239.20,37.10
February-2023,2141.55,2261.60,2081.95,2105.95,2051205,129764,4460572865.00,1278532,62.33,179.65,-35.60
March-2023,2104.00,2246.00,2104.00,2164.75,1903656,171408,4124850101.00,1322550,69.47,142.00,60.75
April-2023,2170.15,2368.75,2155.55,2364.75,1283093,84757,2920307267.00,831709,64.82,213.20,194.60
May-2023,2366.30,2416.00,2168.65,2206.45,1812631,134011,4126857020.00,1028104,56.72,247.35,-159.85
June-2023,2210.35,2482.95,2202.20,2474.50,3257981,114098,7498165027.00,2721412,83.53,280.75,264.15
July-2023,2477.00,2687.90,2419.95,2679.90,1366101,128656,3488619993.00,673741,49.32,267.95,202.90
August-2023,2679.90,2767.00,2586.75,2706.00,890032,86415,2375487062.00,474916,53.36,180.25,26.10
September-2023,2710.00,3057.00,2688.55,3021.95,2003026,137819,5813465202.00,1025915,51.22,368.45,311.95
October-2023,3038.05,3114.00,2856.85,2928.80,2595297,190166,7836385160.00,1148174,44.24,257.15,-109.25
November-2023,2935.00,3122.00,2872.00,3111.65,1372528,126784,4146858511.00,507640,36.99,250.00,176.65
December-2023,3125.05,3559.75,3125.05,3527.05,2412324,173177,8139608714.00,1241578,51.47,434.70,402.00
January-2024,3531.20,3738.90,3387.40,3480.15,2130071,206051,7554469376.00,864036,40.56,351.50,-51.05
February-2024,3493.85,3511.95,3264.00,3481.60,2662280,248934,9036443587.00,1391461,52.27,247.95,-12.25
March-2024,3491.05,3812.00,3481.00,3774.10,3627663,145936,13165222672.00,2706337,74.60,331.00,283.05
April-2024,3780.65,3859.65,3474.00,3594.15,1682884,147382,6146409242.00,735461,43.70,385.65,-186.50
May-2024,3593.65,3745.00,3225.80,3667.40,4590156,234563,15959028669.00,3000730,65.37,519.20,73.75
June-2024,3948.60,3948.60,3175.50,3549.40,4733118,345492,16694199058.00,2562556,54.14,773.10,-399.20
July-2024,3538.00,3819.90,3461.00,3812.55,4509705,303182,16290052814.00,2406193,53.36,358.90,274.55
August-2024,3814.95,3838.00,3401.05,3703.10,2095330,165414,7589023623.00,899433,42.93,436.95,-111.85
September-2024,3709.60,3837.95,3518.00,3705.80,2259318,158304,8289943213.00,1180637,52.26,319.95,-3.80
