Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
October-2017,908.00,957.05,897.45,921.65,6121593,127157,5712600131.00,3785369,61.84,59.60,13.65
November-2017,924.00,1019.20,918.00,974.95,5267206,104010,5090728074.00,1811805,34.40,101.20,50.95
December-2017,977.50,1046.10,956.45,1039.30,6331701,104840,6415295978.00,3680484,58.13,89.65,61.80
January-2018,1040.00,1220.00,1006.25,1150.65,9477170,189142,10567760412.00,5330699,56.25,213.75,110.65
February-2018,1150.00,1189.20,1091.70,1174.25,5264507,120467,5969489875.00,2464107,46.81,97.50,24.25
March-2018,1173.45,1195.50,1129.00,1134.40,4534736,74589,5280651710.00,1994388,43.98,66.50,-39.05
April-2018,1135.50,1212.40,1099.00,1199.40,4639272,113266,5343537137.00,1560366,33.63,113.40,63.90
May-2018,1200.00,1248.00,1156.80,1231.90,2977612,98995,3569461832.00,1265942,42.52,91.20,31.90
June-2018,1231.90,1313.45,1212.75,1306.75,2423550,76552,3053846155.00,1114601,45.99,100.70,74.85
July-2018,1313.90,1392.10,1268.85,1365.00,12560899,174542,16886146459.00,7503802,59.74,123.25,51.10
August-2018,1365.85,1453.00,1348.05,1440.00,8301584,99313,11560899034.00,4257010,51.28,104.95,74.15
September-2018,1458.00,1467.00,692.00,727.85,8245516,176134,6456376190.00,3898308,47.28,775.00,-730.15
October-2018,735.10,754.95,630.00,686.25,15959080,258921,11095083343.00,6132984,38.43,124.95,-48.85
November-2018,693.90,693.90,600.65,666.50,13329923,198220,8657583665.00,6186155,46.41,93.25,-27.40
December-2018,670.50,714.00,637.70,659.85,10628577,163288,7132727580.00,4613521,43.41,76.30,-10.65
January-2019,661.00,751.00,651.15,749.60,13753258,208678,9672804215.00,5204902,37.84,99.85,88.60
February-2019,753.80,771.15,723.00,733.95,5579162,101132,4173798630.00,2195517,39.35,48.15,-19.85
March-2019,737.80,747.65,705.65,742.30,12364583,143874,8969475065.00,7753913,62.71,42.00,4.50
April-2019,742.90,773.65,713.00,749.95,11456947,164380,8514944573.00,6659368,58.13,60.65,7.05
May-2019,748.60,748.90,698.40,736.85,11317451,204916,8155684073.00,5907000,52.19,50.50,-11.75
June-2019,734.00,758.90,728.20,731.95,6646294,129184,4948735216.00,3403389,51.21,30.70,-2.05
July-2019,734.10,804.25,706.70,794.00,7527199,204150,5756133955.00,3468191,46.08,97.55,59.90
August-2019,790.80,817.50,760.50,814.60,7325664,213991,5743310676.00,4172027,56.95,57.00,23.80
September-2019,815.00,847.40,742.10,805.30,5928427,121535,4728983598.00,2127109,35.88,105.30,-9.70
October-2019,809.80,823.35,615.00,685.50,25972423,374257,17376696409.00,15958087,61.44,208.35,-124.30
November-2019,689.90,732.50,678.30,695.95,10069662,226611,7102833168.00,4046193,40.18,54.20,6.05
December-2019,702.35,737.70,689.00,731.75,10245209,157440,7285536144.00,6544335,63.88,48.70,29.40
January-2020,733.60,792.55,708.40,776.35,6172448,152783,4703639081.00,2738136,44.36,84.15,42.75
February-2020,775.95,811.20,723.30,731.35,5058366,111085,3945512744.00,3266441,64.58,87.90,-44.60
March-2020,733.00,773.35,511.10,640.30,20824231,412072,13316208559.00,12444729,59.76,262.25,-92.70
April-2020,640.00,719.80,582.35,716.20,8059323,196311,5176660309.00,2515916,31.22,137.45,76.20
May-2020,694.55,709.90,647.00,691.35,5880049,156294,4013640102.00,2194877,37.33,62.90,-3.20
June-2020,696.55,750.90,675.05,735.90,10075342,227586,7169673186.00,4800917,47.65,75.85,39.35
July-2020,736.00,986.00,730.00,966.25,16397506,385410,14573182353.00,5007953,30.54,256.00,230.25
August-2020,962.80,974.55,915.75,928.50,6811112,158093,6487341673.00,3701807,54.35,58.80,-34.30
September-2020,925.00,1037.10,912.60,1008.00,10595786,213547,10344713477.00,5408406,51.04,124.50,83.00
October-2020,1016.00,1185.00,1011.90,1060.60,13508144,350471,15001401032.00,7005005,51.86,173.10,44.60
November-2020,1070.00,1154.90,1051.00,1100.55,10609941,276018,11801695230.00,5417846,51.06,103.90,30.55
December-2020,1105.55,1265.00,1105.55,1255.85,11529589,318218,13524642416.00,5977209,51.84,159.45,150.30
January-2021,1258.95,1392.70,1231.15,1239.65,16450656,365430,21785676745.00,5886799,35.78,161.55,-19.30
February-2021,1246.00,1331.85,1230.00,1252.35,9734554,271527,12462080538.00,5686513,58.42,101.85,6.35
March-2021,1268.00,1406.25,1259.70,1367.75,7602453,265179,10247024558.00,3816418,50.20,146.55,99.75
April-2021,1380.00,1480.00,1320.35,1353.90,10376097,334054,14393089597.00,5751350,55.43,159.65,-26.10
May-2021,1342.00,1415.50,1311.80,1393.65,9713239,264004,13176916391.00,7087777,72.97,103.70,51.65
June-2021,1400.00,1590.85,1362.20,1581.25,11778709,295762,17191723415.00,8386206,71.20,228.65,181.25
July-2021,1582.00,1623.45,1535.00,1610.25,8430714,231869,13211773122.00,6021546,71.42,88.45,28.25
August-2021,1620.00,1755.60,1620.00,1704.15,8370552,214272,14005088724.00,6682618,79.83,135.60,84.15
September-2021,1712.00,1787.50,1658.00,1675.40,6682904,205209,11422451592.00,5014353,75.03,129.50,-36.60
October-2021,1668.00,1848.25,1661.25,1668.60,10640935,264495,18673900370.00,8461635,79.52,187.00,0.60
November-2021,1674.20,1808.65,1669.55,1714.45,3581770,177968,6228338258.00,2057747,57.45,139.10,40.25
December-2021,1715.00,1913.00,1690.00,1889.65,5193486,199605,9280830371.00,3165877,60.96,223.00,174.65
January-2022,1890.00,1953.70,1665.05,1736.70,5916379,412989,10811496968.00,3041873,51.41,288.65,-153.30
February-2022,1763.00,1792.95,1665.00,1717.30,7663498,320899,13137869922.00,2724387,35.55,127.95,-45.70
March-2022,1710.00,1924.00,1681.00,1907.20,8387534,302752,15351542826.00,3457366,41.22,243.00,197.20
April-2022,1894.00,1909.95,1550.40,1567.90,7567806,647064,12605733000.00,4546905,60.08,359.55,-326.10
May-2022,1551.00,1589.25,1399.50,1503.95,11968147,564374,18044259763.00,8507435,71.08,189.75,-47.05
June-2022,1505.15,1555.05,1367.20,1461.20,6375880,348261,9321651478.00,3873520,60.75,187.85,-43.95
July-2022,1453.70,1555.00,1410.90,1549.60,10107973,306088,14765626358.00,7793003,77.10,144.10,95.90
August-2022,1570.00,1631.00,1450.00,1493.20,8787826,256857,13659167683.00,6837691,77.81,181.00,-76.80
September-2022,1465.00,1553.00,1355.50,1413.10,10000625,422053,14161094356.00,6328210,63.28,197.50,-51.90
October-2022,1411.00,1546.20,1387.00,1537.90,15608333,210228,23024067959.00,13747713,88.08,159.20,126.90
November-2022,1550.00,1653.00,1482.00,1632.40,8903167,211377,14020008337.00,7748942,87.04,171.00,82.40
December-2022,1652.00,1672.45,1483.00,1508.70,4887640,351187,7548082646.00,3110745,63.65,189.45,-143.30
January-2023,1513.00,1568.80,1444.00,1533.15,6629009,336425,10063160464.00,4723056,71.25,124.80,20.15
February-2023,1540.00,1620.00,1481.30,1487.30,4259217,249858,6687842223.00,2959017,69.47,138.70,-52.70
March-2023,1492.00,1520.00,1365.00,1427.70,5307093,354096,7592780675.00,3091301,58.25,155.00,-64.30
April-2023,1431.05,1438.00,1215.45,1252.55,7825366,450726,10011801910.00,4652894,59.46,222.55,-178.50
May-2023,1254.95,1332.15,1239.00,1322.10,8164779,372897,10426574045.00,5610256,68.71,93.15,67.15
June-2023,1322.10,1338.85,1262.30,1335.20,8175579,466094,10581850402.00,5592112,68.40,76.55,13.10
July-2023,1333.90,1499.00,1311.60,1355.10,9482985,425652,12928899917.00,4909801,51.77,187.40,21.20
August-2023,1358.00,1444.90,1348.10,1434.10,8101663,357580,11309532553.00,4354680,53.75,96.80,76.10
September-2023,1430.05,1519.30,1416.00,1435.05,4809204,235318,7077532573.00,2716474,56.48,103.30,5.00
October-2023,1435.10,1518.50,1353.85,1368.65,8856233,334407,12763813679.00,5998045,67.73,164.65,-66.45
November-2023,1370.35,1465.95,1352.00,1455.30,5866468,269533,8257081157.00,3435587,58.56,113.95,84.95
December-2023,1457.65,1593.00,1432.65,1542.85,7048878,312081,10675568641.00,2917926,41.40,160.35,85.20
January-2024,1542.00,1689.90,1486.65,1662.10,10262977,368957,16407263611.00,5490726,53.50,203.25,120.10
February-2024,1660.00,1731.00,1635.35,1675.05,4447688,223497,7475409204.00,2241818,50.40,95.65,15.05
March-2024,1672.05,1672.50,1482.00,1498.80,9999388,232416,15442883145.00,8150427,81.51,190.50,-173.25
April-2024,1521.25,1528.00,1379.70,1421.10,8295754,407637,12056869416.00,4696985,56.62,148.30,-100.15
May-2024,1414.95,1479.50,1400.00,1406.25,5970998,305392,8581423427.00,3038205,50.88,79.50,-8.70
June-2024,1435.15,1588.00,1359.10,1566.95,9646456,416012,14505308622.00,4980825,51.63,228.90,131.80
July-2024,1561.05,1903.00,1559.20,1868.05,7776405,351093,13544180585.00,3678869,47.31,343.80,307.00
August-2024,1845.40,1950.20,1718.40,1943.30,4770195,230223,8750235582.00,1828272,38.33,231.80,97.90
September-2024,1943.00,1975.05,1866.95,1907.20,4161870,189758,7968702573.00,1730385,41.58,108.10,-35.80
